,Year,Title,Authors,Journal,Keywords,DOI,Abstract
136,2025,Benchmark Arabic news posts and analyzes Arabic sentiment through RMuBERT and SSL with AMCFFL technique,"Mhamed, Mustafa;Sutcliffe, Richard;Feng, Jun;",Egyptian Informatics Journal,"Natural language processing, Arabic sentiment analysis, SSL, RMuBERT, ANP5, ANPS2",https://doi.org/10.1016/j.eij.2024.100601,"Sentiment analysis aims to extract emotions from textual data; sentiment analysis and text recognition are two of the most common tasks associated with natural language processing. Emergent technologies have been developed and employed in various fields, including marketing, health care, and policy making. However, with the growth of social media platforms and the flow of data, especially in the Arabic language, substantial difficulties have emerged that call for the creation of new frameworks to address problems, such as the lack of datasets related to news platforms, the complicated formation of the Arabic language, and complications with classifying, and system challenges, whether in machine learning, deep learning, or online analysis tools. This paper provides a new framework that helps address ASA challenges and work on various tasks based on the state-of-the-art ASA. First, it presents a new collection named (ANP5) from Arabic news posts from several Arabic platforms, then uses SSL with AMCFFL technique to analyze the Arabic sentiment and generate a second dataset (ANPS2). Next, applied ML classifiers, RF and SVM, do the best among the other classifiers, with an accuracy of 82.00%; however, the measurement distributions for each class are different (Experiment 1). Following that, DL models, BIGRU, CNN-LSTM, LSTM, and CNN, had accuracies of 88.10%, 89.30%, 89.85%, and 90.10% (Experiment 2). Experiments 1 and 2 represent the initial benchmark classification as the first baseline. Afterward, a new RMuBERT Model was developed and compared with four transformers on the two datasets: ANPS2 accuracy (90.87%) and ANP5 (90.33%). RMuBERT performed better than the baselines (Experiment 3). Further testing of RMuBERT on various Arabic corpora with different classes, lengths, and sizes: ArSarcasm (3C), STD (2C), AJGT (2C), and AAQ (2C), revealed accuracies of 77.76%, 91.79%, 94.07%, and 93.48%, respectively. Still, RMuBERT performed better than the baselines (Experiment 4). Finally, on the largest Arabic sentiment corpora with six million Arabic tweets, the performance is up to (91.12%); RMuBERT works efficiently with less training time (Experiment 5)."
137,2021,The association of neuropsychiatric symptoms with regional brain volumes from patients in a tertiary multi-disciplinary memory clinic,"Nowrangi, Milap;Marano, Christopher;Oishi, Kenichi;Mori, Susumu;Sair, Haris;Outen, John;Leoutsakos, Jeannie;Lyketsos, Constantine;Rosenberg, Paul;",International Psychogeriatrics,"Neuropsychiatric symptoms, dementia, memory clinics",https://doi.org/10.1017/S1041610220000113,"ABSTRACT Background To examine the interaction between structural brain volume measures derived from a clinical magnetic resonance imaging (MRI) and occurrence of neuropsychiatric symptoms (NPS) in outpatient memory clinic patients. Methods Clinical and neuroimaging data were collected from the medical records of outpatient memory clinic patients who were seen by neurologists, geriatric neuropsychiatrists, and geriatricians. MRI scan acquisition was carried out on a 3 T Siemens Verio scanner at Johns Hopkins Bayview Medical Center. Image analyses used an automated multi-label atlas fusion method with a geriatric atlas inventory to generate 193 anatomical regions from which volumes were measured. Regions of interest were generated a priori based on previous literature review of NPS in dementia. Regional volumes for agitation, apathy, and delusions were carried forward in a linear regression analysis. Results Seventy-two patients had clinical and usable neuroimaging data that were analyzed and grouped by Mini-Mental State Exam (MMSE). Neuropsychiatric Inventory Questionnaire (NPI-Q) agitation was inversely associated with rostral anterior cingulate cortex (ACC) bilaterally and left subcallosal ACC volumes in the moderate severity group. Delusions were positively associated with left ACC volumes in both severe and mild groups but inversely associated with the right dorsolateral prefrontal cortex (DLPFC) in the moderate subgroup. Conclusions Agitation, apathy, and delusions are associated with volumes of a priori selected brain regions using clinical data and clinically acquired MRI scans. The ACC is an anatomic region common to these symptoms, particularly agitation and delusions, which closely mirror the findings of research-quality studies and suggest its importance as a behavioral hub."
138,2025,A dual-grafted metal porphyrin coating with synergistic enhanced catalytic effect for regulation of the atherosclerotic microenvironment,"Dai, Sheng;Su, Zhaogui;Sun, Maolin;Liu, Luying;Zhao, Ansha;Xu, Yong;",Chemical Engineering Journal,"Atherosclerosis (AS), Vascular stent, Nitric oxide (NO), Reactive oxygen species (ROS), Dual-grafted porphyrin",https://doi.org/10.1016/j.cej.2025.171178,"Atherosclerosis (AS) diseases pose a serious threat to human life and health. Conventional drug-eluting stents can cause complications such as in-stent restenosis and late thrombosis. Therefore, improving vascular stents materials is critically needed. Based on the extensive biological functions of nitric oxide (NO), NO-releasing scaffolds demonstrate broad application prospects. However, excessive production of reactive oxygen species (ROS) at vascular injury sites can react with NO to generate destructive peroxynitrite (ONOO−), thereby limiting the therapeutic efficacy of NO. In this study, we designed and prepared a dual-grafted porphyrin coating with ROS clearance and NO release functions. Among them, CuTCPP has the ability to release NO and decompose H2O2, while MnTCPP has the ability to disperse ·O2− and clear ONOO-. It was worth noting that the dual-porphyrin system was not a simple superposition of functions, but rather had a cascading catalytic effect with synergistic enhancement. The dual-grafted porphyrin coating could promote the clearance of ROS at the site of vascular injury, providing favorable conditions for the subsequent biological function of NO. It maximally enhances the vascular regulatory effect of NO without generating harmful compounds or reactive nitrogen species (RNS). In fact, this strategy could effectively induce re-endothelialization, inhibit the formation of new intima, and restore vascular homeostasis, thus resolving the dilemma of NO-based treatment. The synergistic effect between ROS clearance and NO therapy could provide new inspiration for the treatment of cardiovascular diseases or other ROS-related diseases."
139,2025,"Generative Artificial Intelligence for Health Technology Assessment: Opportunities, Challenges, and Policy Considerations: An ISPOR Working Group Report","Fleurence, Rachael;Bian, Jiang;Wang, Xiaoyan;Xu, Hua;Dawoud, Dalia;Higashi, Mitchell;Chhatwal, Jagpreet;",Value in Health,"artificial intelligence, economic modeling methods, generative AI, large language models, real world evidence, systematic reviews",https://doi.org/10.1016/j.jval.2024.10.3846,"Objectives To provide an introduction to the uses of generative artificial intelligence (AI) and foundation models, including large language models, in the field of health technology assessment (HTA). Methods We reviewed applications of generative AI in 3 areas: systematic literature reviews, real-world evidence, and health economic modeling. Results (1) Literature reviews: generative AI has the potential to assist in automating aspects of systematic literature reviews by proposing search terms, screening abstracts, extracting data, and generating code for meta-analyses; (2) real-world evidence: generative AI can facilitate automating processes and analyze large collections of real-world data, including unstructured clinical notes and imaging; (3) health economic modeling: generative AI can aid in the development of health economic models, from conceptualization to validation. Limitations in the use of foundation models and large language models include challenges surrounding their scientific rigor and reliability, the potential for bias, implications for equity, as well as nontrivial concerns regarding adherence to regulatory and ethical standards, particularly in terms of data privacy and security. Additionally, we survey the current policy landscape and provide suggestions for HTA agencies on responsibly integrating generative AI into their workflows, emphasizing the importance of human oversight and the fast-evolving nature of these tools. Conclusions Although generative AI technology holds promise with respect to HTA applications, it is still undergoing rapid developments and improvements. Continued careful evaluation of their applications to HTA is required. Both developers and users of research incorporating these tools, should familiarize themselves with their current capabilities and limitations."
140,2018,An improved support vector machine-based diabetic readmission prediction,"Cui, Shaoze;Wang, Dujuan;Wang, Yanzhang;Yu, Pay-Wen;Jin, Yaochu;",Computer Methods and Programs in Biomedicine,"Hospital readmission, Diabetes, Support vector machine, Synthetic minority over-sampling, Feature selection",https://doi.org/10.1016/j.cmpb.2018.10.012,"Background and objective In healthcare systems, the cost of unplanned readmission accounts for a large proportion of total hospital payment. Hospital-specific readmission rate becomes a critical issue around the world. Quantification and early identification of unplanned readmission risks will improve the quality of care during hospitalization and reduce the occurrence of readmission. In clinical practice, medical workers generally use LACE score method to evaluate patient readmission risks, but this method usually performs poorly. With this in mind, this study presents a novel method combining support vector machine and genetic algorithm to build the risk prediction model, which simultaneously involves feature selection and the processing of imbalanced data. This model aims to provide decision support for clinicians during the discharge management of patients with diabetes. Method The experiments were conducted from a set of 8756 medical records with 50 different features about diabetic readmission. After preprocessing the data, an effective SMOTE-based method was proposed to solve the imbalance data problem. Further, in order to improve prediction performance, a hybrid feature selection mechanism was devised to select the important features. Subsequently, an improved support vector machine-based (SVM-based) method was developed and the genetic algorithm was used to tune the sensitive parameter of the algorithm. Finally, the five-fold cross-validation method was applied to compare the performance of proposed method with other methods (LACE score, logistic regression, naïve bayes, decision tree and feed forward neural networks). Results Experimental results indicate that the proposed SVM-based method achieves an accuracy of 81.02%, a sensitivity of 82.89%, a specificity of 79.23%, and outperforms other popular algorithms in identifying diabetic patients who may be readmitted. Conclusions Our research can improve the performance of clinic decision support systems for diabetic readmission, by which the readmission possibility as well as the waste of medical resources can be reduced."
141,2015,Quebec Trophoblastic Disease Registry: How to Make an Easy-To-Use Dynamic Database,"Sauthier, Philippe;Breguet, Magali;Rozenholc, Alexandre;Sauthier, Michael;",International Journal of Gynecological Cancer,"Trophoblastic diseases, Registry, Database, Electronic health record",https://doi.org/10.1097/IGC.0000000000000401,"Objective To create an easy-to-use dynamic database designed specifically for the Quebec Trophoblastic Disease Registry (RMTQ). Introduction It is now well established that much of the success in managing trophoblastic diseases comes from the development of national and regional reference centers. Computerized databases allow the optimal use of data stored in these centers. Methods We have created an electronic data registration system by producing a database using FileMaker Pro 12. It uses 11 external tables associated with a unique identif ication number for each patient. Each table allows specif ic data to be recorded, incorporating demographics, diagnosis, automated staging, laboratory values, pathological diagnosis, and imaging parameters. Results From January 1, 2009, to December 31, 2013, we used our database to register 311 patients with 380 diseases and have seen a 39.2% increase in registrations each year between 2009 and 2012. This database allows the automatic generation of semilogarithmic curves, which take into account A-hCG values as a function of time, complete with graphic markers for applied treatments (chemotherapy, radiotherapy, or surgery). It generates a summary sheet for a synthetic vision in real time. Conclusions We have created, at a low cost, an easy-to-use database specific to trophoblastic diseases that dynamically integrates staging and monitoring. We propose a 10-step procedure for a successful trophoblastic database. It improves patient care, research, and education on trophoblastic diseases in Quebec and leads to an opportunity for collaboration on a national Canadian registry."
142,2019,Identifying lupus patients in electronic health records: Development and validation of machine learning algorithms and application of rule-based algorithms,"Jorge, April;Castro, Victor;Barnado, April;Gainer, Vivian;Hong, Chuan;Cai, Tianxi;Cai, Tianrun;Carroll, Robert;Denny, Joshua;Crofford, Leslie;Costenbader, Karen;Liao, Katherine;Karlson, Elizabeth;Feldman, Candace;",Seminars in Arthritis and Rheumatism,"Systemic lupus erythematosus, Bioinformatics, Electronic health records, Algorithms",https://doi.org/10.1016/j.semarthrit.2019.01.002,"Objective To utilize electronic health records (EHRs) to study SLE, algorithms are needed to accurately identify these patients. We used machine learning to generate data-driven SLE EHR algorithms and assessed performance of existing rule-based algorithms. Methods We randomly selected subjects with ≥ 1 SLE ICD-9/10 codes from our EHR and identified gold standard definite and probable SLE cases by chart review, based on 1997 ACR or 2012 SLICC Classification Criteria. From a training set, we extracted coded and narrative concepts using natural language processing and generated algorithms using penalized logistic regression to classify definite or definite/probable SLE. We assessed predictive characteristics in internal and external cohort validations. We also tested performance characteristics of published rule-based algorithms with pre-specified permutations of ICD-9 codes, laboratory tests and medications in our EHR. Results At a specificity of 97%, our machine learning coded algorithm for definite SLE had 90% positive predictive value (PPV) and 64% sensitivity and for definite/probable SLE, 92% PPV and 47% sensitivity. In the external validation, at 97% specificity, the definite/probable algorithm had 94% PPV and 60% sensitivity. Adding NLP concepts did not improve performance metrics. The PPVs of published rule-based algorithms ranged from 45–79% in our EHR. Conclusion Our machine learning SLE algorithms performed well in internal and external validation. Rule-based SLE algorithms did not transport as well to our EHR. Unique EHR characteristics, clinical practices and research goals regarding the desired sensitivity and specificity of the case definition must be considered when applying algorithms to identify SLE patients."
143,2025,"Predicting hospital admissions, ICU utilization, and prolonged length of stay among febrile pediatric emergency department patients using incomplete and imbalanced electronic health record (EHR) data strategies","Velez, Tom;Ibrahim, Zara;Duru, Kanayo;Velez, Dante;Triantafyllou, Maria;McKinley, Kenneth;Saif, Pasha;Kratimenos, Panagiotis;Clark, Andy;Koutroulis, Ioannis;",International Journal of Medical Informatics,"Pediatric emergency medicine, Febrile, Machine learning, Imputation, Imbalanced data",https://doi.org/10.1016/j.ijmedinf.2025.105905,"Objective Determine the efficacy of commonly used approaches to handling missing and/or imbalanced Electronic Health Record (EHR) data on the performance of predictive models targeting risk of admission, intensive care unit (ICU) use, or prolonged length of stay (PLOS) among presenting febrile pediatric emergency department (ED) patients. Materials and methods Historical ED EHR data was used to train a series of XGBoost (XGB) and logistic regression (LR) classifiers. Data handling strategies included imputation methods (multiple imputation (MI), median imputation, complete case (CC) analysis), and imbalanced data corrections (minority oversampling, stratified sub-group analysis). Model performance was evaluated using discriminative (AUC, AUPRC) and calibration metrics (Brier score, Z-scores, p-values). Results Among the study population, 34 % were admitted, 2 % utilized the ICU, and 7 % had a PLOS. Significant data missingness was observed and determined to be not at random (MNAR). In predicting admissions using data recorded within the first two hours of presentation, LR trained using full cohort with median imputation was comparable to MI yielding well-calibrated admissions models with an AUC/AUPRC of 0.82/0.73 while CC analysis yielded an AUC/AUPRC of 0.76/0.78. XGB, trained with unimputed data, produced a well-calibrated admissions classifier with an AUC/AUPRC of 0.85/0.78. In contrast, imbalanced data correction techniques, including synthetic minority oversampling (SMOTE), risk stratification, or the use of XGB did not significantly improve the poor AUPRC and calibration performance of LR models predicting ICU and PLOS. Conclusion Both XGB and LR with median imputation demonstrated robust performance in predicting admissions in the presence of missing data. However, deriving clinically useful models for rare outcomes, such as ICU use or PLOS, remains a challenge due to poor precision/recall and calibration performance. Further research is needed to improve the prediction of rare outcomes in this population."
144,2024,Digital Epidemiology of Prescription Drug References on X (Formerly Twitter): Neural Network Topic Modeling and Sentiment Analysis,"Rao, Varun;Valdez, Danny;Muralidharan, Rasika;Agley, Jon;Eddens, Kate;Dendukuri, Aravind;Panth, Vandana;Parker, Maria;",Journal of Medical Internet Research,"digital epidemiology, BERTtopic, Valence Aware Dictionary and Sentiment Reasoner, VADER, sentiment analysis, social media, prescription drugs, prescription, prescriptions, drug, drugs, drug use, platform X, Twitter, tweet, tweets, latent Dirichlet allocation, machine-driven, natural language processing, NLP, brand name, logistic regression, machine learning, health informatics",https://doi.org/10.2196/57885,"Background Data from the social media platform X (formerly Twitter) can provide insights into the types of language that are used when discussing drug use. In past research using latent Dirichlet allocation (LDA), we found that tweets containing “street names” of prescription drugs were difficult to classify due to the similarity to other colloquialisms and lack of clarity over how the terms were used. Conversely, “brand name” references were more amenable to machine-driven categorization. Objective This study sought to use next-generation techniques (beyond LDA) from natural language processing to reprocess X data and automatically cluster groups of tweets into topics to differentiate between street- and brand-name data sets. We also aimed to analyze the differences in emotional valence between the 2 data sets to study the relationship between engagement on social media and sentiment. Methods We used the Twitter application programming interface to collect tweets that contained the street and brand name of a prescription drug within the tweet. Using BERTopic in combination with Uniform Manifold Approximation and Projection and k-means, we generated topics for the street-name corpus (n=170,618) and brand-name corpus (n=245,145). Valence Aware Dictionary and Sentiment Reasoner (VADER) scores were used to classify whether tweets within the topics had positive, negative, or neutral sentiments. Two different logistic regression classifiers were used to predict the sentiment label within each corpus. The first model used a tweet’s engagement metrics and topic ID to predict the label, while the second model used those features in addition to the top 5000 tweets with the largest term-frequency–inverse document frequency score. Results Using BERTopic, we identified 40 topics for the street-name data set and 5 topics for the brand-name data set, which we generalized into 8 and 5 topics of discussion, respectively. Four of the general themes of discussion in the brand-name corpus referenced drug use, while 2 themes of discussion in the street-name corpus referenced drug use. From the VADER scores, we found that both corpora were inclined toward positive sentiment. Adding the vectorized tweet text increased the accuracy of our models by around 40% compared with the models that did not incorporate the tweet text in both corpora. Conclusions BERTopic was able to classify tweets well. As with LDA, the discussion using brand names was more similar between tweets than the discussion using street names. VADER scores could only be logically applied to the brand-name corpus because of the high prevalence of non–drug-related topics in the street-name data. Brand-name tweets either discussed drugs positively or negatively, with few posts having a neutral emotionality. From our machine learning models, engagement alone was not enough to predict the sentiment label; the added context from the tweets was needed to understand the emotionality of a tweet."
145,2024,TransLSTD: Augmenting hierarchical disease risk prediction model with time and context awareness via disease clustering,"You, Tao;Dang, Qiaodong;Li, Qing;Zhang, Peng;Wu, Guanzhong;Huang, Wei;",Information Systems,"Disease risk prediction, Electronic health records, Disease classification, Interpretability, Data mining",https://doi.org/10.1016/j.is.2024.102390,"The use of electronic health records has become widespread, providing a valuable source of information for predicting disease risk. While deep neural network models have been proposed and shown to be effective in this task, supplemented with medical domain knowledge for interpretability, several limitations still exist. Firstly, there is often a lack of differentiation between chronic and acute diseases leading to biased modeling of diseases. Secondly, the extraction of patient single-layer temporal patterns is limited, which hinders comprehensive representation and predictive power. Thirdly, weak interpretability based on deep neural networks prevents the extraction of valuable medical knowledge, limiting practical applications. To overcome these challenges, we propose TransLSTD, a hierarchical model that incorporates time awareness and context awareness while distinguishing between long-term and short-term diseases. TransLSTD uses clustering algorithms to classify disease types based on the occurrence feature matrix of diseases from EHR dataset and updates disease representation at the code level while creating patient visit embeddings. The model utilizes query vectors to incorporate visit context information and combines time data to capture the patient’s overall health status. Finally, the prediction module generates outcomes and provides effective interpretations. We demonstrate the effectiveness of TransLSTD using two real-world datasets, outperforming state-of-the-art models in terms of both AUC and F1 values. The data and code are released at https://github.com/DangQD/TransLSTD-master."
146,2019,A multistage protocol for aggregated queries in distributed cloud databases with privacy protection,"Kelarev, Andrei;Yi, Xun;Badsha, Shahriar;Yang, Xuechao;Rylands, Leanne;Seberry, Jennifer;",Future Generation Computer Systems,"Cloud services, Privacy protection, Distributed databases, Generalized homomorphic property, Split keys, Multipart elGamal cryptosystem",https://doi.org/10.1016/j.future.2018.08.017,"This article is devoted to the novel situation, where a large distributed cloud database is a union of several separate databases belonging to individual database owners who are not allowed to transfer their data for storage in locations different from their already chosen separate cloud service providers. For example, a very large number of medical records may be stored in a distributed cloud database, which is a union of several separate databases from different hospitals, or even from different countries. The owners of the databases may need to provide answers to certain common aggregated queries using all information available without sharing or transferring all data. It is necessary to minimize the communication costs, improve efficiency, and comply with the legal requirements protecting the privacy of confidential data. In this situation, it is impossible to aggregate the whole database in one location, but effective methods for answers to the aggregated queries with privacy protection are required. To solve this important problem, the present article proposes a Multistage Separate Query Processing (MSQP) protocol employing homomorphic encryption with split keys. We show that our protocol can answer a large class of natural queries of practical significance. The running time of the MSQP protocol isO(d+md), whered is the number of database owners andm is the total number of records in the whole database. In practice,d is small,m can be very large, and so the running time isO(m). This means that the protocol is very efficient for large databases. It dramatically reduces the communication costs of computation and completely eliminates the need for exchange of confidential data. We define a new generalized additive homomorphic property and introduce a Multipart ElGamal Cryptosystem (MEC) with split keys, which enjoys this property. MEC is a novel modification of the ElGamal cryptosystem with split keys. This paper presents the results of extensive experiments evaluating the effectiveness of the MSQP protocol employing MEC and comparing it with MSQP employing the ElGamal cryptosystem, for a collection of publicly available medical datasets. The experiments evaluating our protocol on 11 real-life databases and a synthetic database demonstrate that the MSQP protocol employing MEC is more efficient than other options and can be recommended for practical implementations."
147,2021,False Negative Rates in Benign Thyroid Nodule Diagnosis: Machine Learning for Detecting Malignancy,"Idarraga, Alexander;Luong, George;Hsiao, Vivian;Schneider, David;",Journal of Surgical Research,"Thyroid nodules, Bethesda II, False negative, Machine learning, Random forest",https://doi.org/10.1016/j.jss.2021.06.076,"Background Thyroid nodules are common; up to 67% of adults will show nodules on high-quality ultrasound, and 95% of these nodules are benign. FNA cytology is a crucial step in determining the risk of malignancy, and a false negative diagnosis at this stage delays cancer treatment. The purpose of this study is to develop a predictive model using machine learning which can identify false negative FNA results based on less-invasive clinical data. Materials and methods We conducted a retrospective medical record review at one academic and one community center. Inclusion criteria were thyroid nodules evaluated by ultrasound and FNA with a Bethesda II (benign) result or malignancy detected on pathology or FNA. Linear, non–linear, and ensemble models were generated with scikit-learn using 10-fold cross validation with repetition and compared with AUROC. The classification task was the prediction of malignancy using information acquired from less-invasive ultrasound and FNA. Results A total of 604 subjects met inclusion criteria; 38 were diagnosed with malignancy. Of all algorithms tested, a Random Forest method achieved the best AUROC (0.64) in separating benign and malignant nodules, though the improvement over other tested algorithms was not statistically significant. Conclusions A Random Forest model performed better than random chance using readily available data obtained via standard evaluation of thyroid nodules. The diagnostic probability threshold of this model can be varied to minimize false positives at the cost of increasing the number of false negatives. Future studies will prospectively evaluate the model's performance."
148,2020,Health digital state and Smart EHR systems,"Serbanati, Luca;",Informatics in Medicine Unlocked,"Digital transformation, Digitized induced health state, Health digital state, Smart EHR System, Virtual health record, Health and care conceptual model",https://doi.org/10.1016/j.imu.2020.100494,"Background The digital transformation is a technological revolution that now penetrates all aspects of society, including health and care systems. To digitalize business processes in health and care, new concepts and innovative solutions are needed. Health is a self-evident concept yet, at the same time, it is extremely elusive because no precise definition of it has been provided. Digitizing the health of individuals to enable data analytics methods to support healthcare professionals is an important objective in the digitalization of decision making processes. This article introduces the “health digital state” (HDS) as a digital equivalent to the “health” concept. The HDS shapes the knowledge that underpins the decisions of healthcare professionals when diagnosing and establishing treatment. The article also introduces the Smart EHR system, an infrastructure platform for EHRs designed to assist healthcare professionals in making decisions using the HDS. Method 1. We begin by analyzing the possibility of quantifying health in order to digitize it. 2. We hypothesize that at the time of diagnosis specific mental representations of the patient's health are formed in the minds of healthcare professionals. We call these “induced health states” (IHSs). 3. With the help of a Smart EHR system, IHSs can be captured and digitized as “digitized induced health states” (DIHSs). 4. Smart EHR can use existing DIHSs to obtain a patient's HDS. 5. We consider HDS to be a digital equivalent of the concept of health that can be used in the digitalization of diagnostic and treatment processes. Results For each individual, Smart EHR uses a Virtual Health Record (VHR) to generate an intelligent agent that acts as an avatar for the individual's health. It interacts with healthcare professionals, providing information on any aspect of an individual's health, proactively offering solutions, and helping them diagnose and decide on the right treatment."
149,2019,"Exoskeletons With Virtual Reality, Augmented Reality, and Gamification for Stroke Patients’ Rehabilitation: Systematic Review","Mubin, Omar;Alnajjar, Fady;Jishtu, Nalini;Alsinglawi, Belal;{Al Mahmud}, Abdullah;",JMIR Rehabilitation and Assistive Technologies,"stroke, robot, exoskeleton, virtual reality, augmented reality, gamification, rehabilitation",https://doi.org/10.2196/12010,"Background Robot-assisted therapy has become a promising technology in the field of rehabilitation for poststroke patients with motor disorders. Motivation during the rehabilitation process is a top priority for most stroke survivors. With current advancements in technology there has been the introduction of virtual reality (VR), augmented reality (AR), customizable games, or a combination thereof, that aid robotic therapy in retaining, or increasing the interests of, patients so they keep performing their exercises. However, there are gaps in the evidence regarding the transition from clinical rehabilitation to home-based therapy which calls for an updated synthesis of the literature that showcases this trend. The present review proposes a categorization of these studies according to technologies used, and details research in both upper limb and lower limb applications. Objective The goal of this work was to review the practices and technologies implemented in the rehabilitation of poststroke patients. It aims to assess the effectiveness of exoskeleton robotics in conjunction with any of the three technologies (VR, AR, or gamification) in improving activity and participation in poststroke survivors. Methods A systematic search of the literature on exoskeleton robotics applied with any of the three technologies of interest (VR, AR, or gamification) was performed in the following databases: MEDLINE, EMBASE, Science Direct & The Cochrane Library. Exoskeleton-based studies that did not include any VR, AR or gamification elements were excluded, but publications from the years 2010 to 2017 were included. Results in the form of improvements in the patients’ condition were also recorded and taken into consideration in determining the effectiveness of any of the therapies on the patients. Results Thirty studies were identified based on the inclusion criteria, and this included randomized controlled trials as well as exploratory research pieces. There were a total of about 385 participants across the various studies. The use of technologies such as VR-, AR-, or gamification-based exoskeletons could fill the transition from the clinic to a home-based setting. Our analysis showed that there were general improvements in the motor function of patients using the novel interfacing techniques with exoskeletons. This categorization of studies helps with understanding the scope of rehabilitation therapies that can be successfully arranged for home-based rehabilitation. Conclusions Future studies are necessary to explore various types of customizable games required to retain or increase the motivation of patients going through the individual therapies."
150,2024,Optimizing Clinical Trial Eligibility Design Using Natural Language Processing Models and Real-World Data: Algorithm Development and Validation,"Lee, Kyeryoung;Liu, Zongzhi;Mai, Yun;Jun, Tomi;Ma, Meng;Wang, Tongyu;Ai, Lei;Calay, Ediz;Oh, William;Stolovitzky, Gustavo;Schadt, Eric;Wang, Xiaoyan;",JMIR AI,"natural language processing, real-world data, clinical trial eligibility criteria, eligibility criteria–specific ontology, clinical trial protocol optimization, data-driven approach",https://doi.org/10.2196/50800,"Background Clinical trials are vital for developing new therapies but can also delay drug development. Efficient trial data management, optimized trial protocol, and accurate patient identification are critical for reducing trial timelines. Natural language processing (NLP) has the potential to achieve these objectives. Objective This study aims to assess the feasibility of using data-driven approaches to optimize clinical trial protocol design and identify eligible patients. This involves creating a comprehensive eligibility criteria knowledge base integrated within electronic health records using deep learning–based NLP techniques. Methods We obtained data of 3281 industry-sponsored phase 2 or 3 interventional clinical trials recruiting patients with non–small cell lung cancer, prostate cancer, breast cancer, multiple myeloma, ulcerative colitis, and Crohn disease from ClinicalTrials.gov, spanning the period between 2013 and 2020. A customized bidirectional long short-term memory– and conditional random field–based NLP pipeline was used to extract all eligibility criteria attributes and convert hypernym concepts into computable hyponyms along with their corresponding values. To illustrate the simulation of clinical trial design for optimization purposes, we selected a subset of patients with non–small cell lung cancer (n=2775), curated from the Mount Sinai Health System, as a pilot study. Results We manually annotated the clinical trial eligibility corpus (485/3281, 14.78% trials) and constructed an eligibility criteria–specific ontology. Our customized NLP pipeline, developed based on the eligibility criteria–specific ontology that we created through manual annotation, achieved high precision (0.91, range 0.67-1.00) and recall (0.79, range 0.50-1) scores, as well as a high F1-score (0.83, range 0.67-1), enabling the efficient extraction of granular criteria entities and relevant attributes from 3281 clinical trials. A standardized eligibility criteria knowledge base, compatible with electronic health records, was developed by transforming hypernym concepts into machine-interpretable hyponyms along with their corresponding values. In addition, an interface prototype demonstrated the practicality of leveraging real-world data for optimizing clinical trial protocols and identifying eligible patients. Conclusions Our customized NLP pipeline successfully generated a standardized eligibility criteria knowledge base by transforming hypernym criteria into machine-readable hyponyms along with their corresponding values. A prototype interface integrating real-world patient information allows us to assess the impact of each eligibility criterion on the number of patients eligible for the trial. Leveraging NLP and real-world data in a data-driven approach holds promise for streamlining the overall clinical trial process, optimizing processes, and improving efficiency in patient identification."
151,2020,Machine learning models for synthesizing actionable care decisions on lower extremity wounds,"Nguyen, Holly;Agu, Emmanuel;Tulu, Bengisu;Strong, Diane;Mombini, Haadi;Pedersen, Peder;Lindsay, Clifford;Dunn, Raymond;Loretz, Lorraine;",Smart Health,"Classification, Chronic wounds, Lower extremity ulcers, Machine learning",https://doi.org/10.1016/j.smhl.2020.100139,"Lower extremity chronic wounds affect 4.5 million Americans annually. Due to inadequate access to wound experts in underserved areas, many patients receive non-uniform, non-standard wound care, resulting in increased costs and lower quality of life. We explored machine learning classifiers to generate actionable wound care decisions about four chronic wound types (diabetic foot, pressure, venous, and arterial ulcers). These decisions (target classes) were: (1) Continue current treatment, (2) Request non-urgent change in treatment from a wound specialist, (3) Refer patient to a wound specialist. We compare classification methods (single classifiers, bagged & boosted ensembles, and a deep learning network) to investigate (1) whether visual wound features are sufficient for generating a decision and (2) whether adding unstructured text from wound experts increases classifier accuracy. Using 205 wound images, the Gradient Boosted Machine (XGBoost) outperformed other methods when using both visual and textual wound features, achieving 81% accuracy. Using only visual features decreased the accuracy to 76%, achieved by a Support Vector Machine classifier. We conclude that machine learning classifiers can generate accurate wound care decisions on lower extremity chronic wounds, an important step toward objective, standardized wound care. Higher decision-making accuracy was achieved by leveraging clinical comments from wound experts."
152,2025,Applying large language models to sanitize self-disclosure in user-generated content,"Alfieri, Costanza;Scoccia, Gian;Ganesh, Surya;Sadeh, Norman;",Applied Soft Computing,"LLMs, Sanitizing, Self-disclosure, Sensitivity detection, Privacy, Privacy enhancing technologies, PET, ChatGPT",https://doi.org/10.1016/j.asoc.2025.113311,"The rise of e-commerce and social networking platforms has led to an increase in the disclosure of personal health information within user-generated content. This study investigates the application of large language models (LLMs) to detect and sanitize sensitive health data shared by users across platforms such as Amazon, patient.info, and Facebook. We propose a methodology that leverages LLMs to evaluate both the sensitivity of disclosed information and the platform-specific semantics of the content. Through prompt engineering, our method identifies sensitive information and rephrases it to minimize disclosure while preserving content similarity. ChatGPT serves as the LLM in this study due to its versatility. Empirical results suggest that ChatGPT can reliably assign sensitivity scores to user-generated text and generate sanitized versions that effectively preserve the original meaning."
