"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Lewinski, A.A.; Drake, C.; Shaw, R.J.; Jackson, G.L.; Bosworth, H.B.; Oakes, M.; Gonzales, S.; Jelesoff, N.E.; Crowley, M.J.","Lewinski, Allison A. (56938128300); Drake, Connor D. (57111563500); Shaw, Ryan Jeffrey (57203348570); Jackson, George L. (35435256400); Bosworth, Hayden Barry (7005897321); Oakes, Megan M. (57195391100); Gonzales, Sarah E. (57202643471); Jelesoff, Nicole E. (8784654700); Crowley, Matthew J. (26653457100)","56938128300; 57111563500; 57203348570; 35435256400; 7005897321; 57195391100; 57202643471; 8784654700; 26653457100","Bridging the integration gap between patient-generated blood glucose data and electronic health records","2019","Journal of the American Medical Informatics Association","26","7","","667","672","16","10.1093/jamia/ocz039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068128859&doi=10.1093%2Fjamia%2Focz039&partnerID=40&md5=a84043ec0cff998b60dca8045bc6e148","Telemedicine can facilitate population health management by extending the reach of providers to efficiently care for high-risk, high-utilization populations. However, for telemedicine to be maximally useful, data collected using telemedicine technologies must be reliable and readily available to healthcare providers. To address current gaps in integration of patient-generated health data into the electronic health record (EHR), we examined 2 patientfacing platforms, Epic MyChart and Apple HealthKit, both of which facilitated the uploading of blood glucose data into the EHR as part of a diabetes telemedicine intervention. All patients were offered use of the MyChart platform; we subsequently invited a purposive sample of patients who used the MyChart platform effectively (n5) to also use the Apple HealthKit platform. Patients reported both platforms helped with diabetes self-management, and providers appreciated the convenience of the processes for obtaining patient data. Providers stated that the EHR data presentation format for Apple HealthKit was challenging to interpret; however, they also valued the greater perceived accuracy the Apple HealthKit data. Our findings indicate that patient-facing platforms can feasibly facilitate transmission of patient-generated health data into the EHR and support telemedicine-based care. © The Author(s) 2019.","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85068128859"
"Afzal, Z.; Masclee, G.M.C.; Sturkenboom, M.C.J.M.; Kors, J.A.; Schuemie, M.J.","Afzal, Zubair (54890118400); Masclee, Gwen M.C. (55183900900); Sturkenboom, M. C.J.M.M. (21743803900); Kors, Jan A. (7005293297); Schuemie, Martijn J. (35238890300)","54890118400; 55183900900; 21743803900; 7005293297; 35238890300","Generating and evaluating a propensity model using textual features from electronic medical records","2019","PLOS ONE","14","3","e0212999","","","6","10.1371/journal.pone.0212999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062402296&doi=10.1371%2Fjournal.pone.0212999&partnerID=40&md5=a245095ded61b18ae239e382e281e16f","Background Propensity score (PS) methods are commonly used to control for confounding in comparative effectiveness studies. Electronic health records (EHRs) contain much unstructured data that could be used as proxies for potential confounding factors. The goal of this study was to assess whether the unstructured information can also be used to construct PS models that would allow to properly deal with confounding. We used an example of coxibs (Cox-2 inhibitors) vs. traditional NSAIDs and the risk of upper gastro-intestinal bleeding as example, since this association is often confounded due to channeling of coxibs to patients at higher risk of upper gastro-intestinal bleeding. Methods In a cohort study of new users of nonsteroidal anti-inflammatory drugs (NSAIDs) from the Dutch Integrated Primary Care Information (IPCI) database, we identified all patients who experienced an upper gastrointestinal bleeding (UGIB). We used a large-scale regularized regression to fit two PS models using all structured and unstructured information in the EHR. We calculated hazard ratios (HRs) to estimate the risk of UGIB among selective cyclo-oxygenase-2 (COX-2) inhibitor users compared to nonselective NSAID (nsNSAID) users. Results The crude hazard ratio of UGIB for COX-2 inhibitors compared to nsNSAIDs was 0.50 (95% confidence interval 0.18–1.36). Matching only on age resulted in an HR of 0.36 (0.11–1.16), and of 0.35 (0.11–1.11) when further adjusted for sex. Matching on PS only, the first model yielded an HR of 0.42 (0.13–1.38), which reduced to 0.35 (0.96–1.25) when adjusted for age and sex. The second model resulted in an HR of 0.42 (0.13–1.39), which dropped to 0.31 (0.09–1.08) after adjustment for age and sex. Conclusions PS models can be created using unstructured information in EHRs. An incremental benefit was observed by matching on PS over traditional matching and adjustment for covariates. © 2019 Afzal et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85062402296"
"Baowaly, M.K.; Lin, C.-C.; Liu, C.-L.; Chen, K.-T.","Baowaly, Mrinal Kanti (24779215100); Lin, Chiaching (57205614912); Liu, Chaolin (25652653300); Chen, Kuan-Ta (35751273300)","24779215100; 57205614912; 25652653300; 35751273300","Synthesizing electronic health records using improved generative adversarial networks","2019","Journal of the American Medical Informatics Association","26","3","","228","241","195","10.1093/jamia/ocy142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060808843&doi=10.1093%2Fjamia%2Focy142&partnerID=40&md5=bffe782254aa3df25b2d8eb00aabea88","Objective: The aim of this study was to generate synthetic electronic health records (EHRs). The generated EHR data will be more realistic than those generated using the existing medical Generative Adversarial Network (medGAN) method. Materials and Methods: We modified medGAN to obtain two synthetic data generation models-designated as medicalWasserstein GAN with gradient penalty (medWGAN) and medical boundary-seeking GAN (medBGAN)-and compared the results obtained using the three models. We used 2 databases: MIMIC-III and National Health Insurance Research Database (NHIRD), Taiwan. First, we trained the models and generated synthetic EHRs by using these three 3 models. We then analyzed and compared the models' performance by using a few statistical methods (Kolmogorov-Smirnov test, dimension-wise probability for binary data, and dimension-wise average count for count data) and 2 machine learning tasks (association rule mining and prediction). Results: We conducted a comprehensive analysis and found our models were adequately efficient for generating synthetic EHR data. The proposed models outperformed medGAN in all cases, and among the 3 models, boundary-seeking GAN (medBGAN) performed the best. Discussion: To generate realistic synthetic EHR data, the proposed models will be effective in the medical industry and related research from the viewpoint of providing better services. Moreover, they will eliminate barriers including limited access to EHR data and thus accelerate research on medical informatics. Conclusion: The proposed models can adequately learn the data distribution of real EHRs and efficiently generate realistic synthetic EHRs. The results show the superiority of our models over the existing model. © The Author(s) 2018.","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85060808843"
"Hung, S.-Y.; Nakayama, M.; Chen, C.C.; Tsai, F.-L.","Hung, Shin Yuan (7201936238); Nakayama, Makoto (7401792580); Chen, Charlie C. (7501949741); Tsai, Fanglan (57214912189)","7201936238; 7401792580; 7501949741; 57214912189","Physician perceptions of electronic medical records: The impact of system service quality, and generation/experience gaps","2019","International Journal of Healthcare Technology and Management","17","4","","229","254","13","10.1504/IJHTM.2019.104936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079495218&doi=10.1504%2FIJHTM.2019.104936&partnerID=40&md5=1048e5f278f91692bccd7dcf0dd5f1c1","Electronic medical record (EMR) systems are complex, organisational-wide information systems involving stakeholders in various medical fields and responsibilities. Assessing the usefulness of EMR, therefore, is not straightforward. Using SERVQUAL, this study assesses the relationship between perceived EMR service quality and the perceived usefulness (subjective belief), expectation (judgment), and satisfaction (affect) of EMR systems. Data were obtained from 338 physicians in ten medical centres and 15 regional hospitals in Taiwan. The results show that physicians' perceived EMR service quality has a much stronger effect on non-affect outcomes than on an affect-based antecedent like satisfaction. Due to the complexity of EMRs, a beneficial assessment of EMRs requires the clinical experience of individual physicians and organisational perspective on how EMRs facilitate their tasks. © © 2019 Inderscience Enterprises Ltd.","Article","Final","","Scopus","2-s2.0-85079495218"
"Zauderer, M.G.; Grigorenko, A.; May, P.; Kastango, N.; Wagner, I.; Caroline, A.; Kris, M.G.","Zauderer, Marjorie G. (57204335208); Grigorenko, Aleksandr (57215124323); May, Paul (57215137008); Kastango, Nicholas (24554165700); Wagner, Isaac (56157131100); Caroline, Aryeh (57215112315); Kris, Mark G. (7005812820)","57204335208; 57215124323; 57215137008; 24554165700; 56157131100; 57215112315; 7005812820","Creating a synthetic clinical trial: Comparative effectiveness analyses using an electronic medical record","2019","JCO Clinical Cancer Informatics","3","","","1","10","5","10.1200/CCI.19.00037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077489067&doi=10.1200%2FCCI.19.00037&partnerID=40&md5=4ec8965e00e0b286f2b650926d8d878e","PURPOSE Electronic medical records (EMRs) are a vast resource of potentially mineable data that can be used to complement and extend clinical trials. Extracting and analyzing EMR data are impeded by technical complexities associated with large, multiformat databases. We sought to develop and validate a framework that would overcome the difficulties associated with EMR data and create a simple, portable, and expandable system to better use this resource. MATERIALS AND METHODS An Internet-accessible program was developed in Python that applied user-defined criteria to identify and extract patient data from Memorial Sloan Kettering databases. A Worker Application composed of individual modules was developed to identify each patient’s functional status, smoking status, and treatment classification. The validity of this approach was tested by identifying, extracting, and analyzing data from a patient cohort that paralleled a practice-changing, prospective, randomized phase III clinical trial performed at a different institution. We called this a synthetic clinical trial. RESULTS Our synthetic clinical trial identified and extracted data on a cohort of 281 patients with lung cancer who matched inclusion criteria and received their first treatment between October 2003 and July 2010. The data extraction modules were precise and accurate, with F-measures greater than 0.98. Results were similar in directionality and magnitude to the chosen comparator clinical trial. CONCLUSION Our framework offers an accurate and user-friendly interface for identifying and extracting EMR data that can be used to create synthetic clinical trials. Additional studies are needed to validate this approach in other patient cohorts, replicate our findings, and leverage this methodology to improve patient care and accelerate drug development. © 2019 by American Society of Clinical Oncology.","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85077489067"
"Chan, R.; Booth, R.; Strudwick, G.; Sinclair, B.","Chan, Ryan (57196177533); Booth, Richard G. (13410954600); Strudwick, Gillian (56601392200); Sinclair, Barbara L. (7103124839)","57196177533; 13410954600; 56601392200; 7103124839","Nursing Students' Perceived Self-Efficacy and the Generation of Medication Errors with the Use of an Electronic Medication Administration Record (eMAR) in Clinical Simulation","2019","International Journal of Nursing Education Scholarship","16","1","20190014","","","15","10.1515/ijnes-2019-0014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072541826&doi=10.1515%2Fijnes-2019-0014&partnerID=40&md5=d6bd881e5d53764cd20223269fa27651","Medication errors continue to be a significant issue, posing substantial threats to the safety and well-being of patients. Through Bandura's theory of self-efficacy, nursing students' self-efficacy (confidence) related to medication administration was examined to investigate its influence on the generation of medication errors with the use of an Electronic Medication Administration Record (eMAR) in clinical simulation. This study examined the generation of medication errors and the differences that may exist based on nursing students' perceived confidence. The findings of this study demonstrated that nursing students continue to generate medication errors within clinical simulation. No differences in the generation of medication errors were found between nursing students with perceived high levels of confidence and those with perceived low levels of confidence (one exception noted). Further examination of the variables and contextual factors related to safe medication administration practices is required to inform nursing education and practice. © 2019 Walter de Gruyter GmbH, Berlin/Boston.","Article","Final","","Scopus","2-s2.0-85072541826"
"Kim, G.-W.; Lee, D.-H.","Kim, Gun-woo (57199751890); Lee, Dong-ho (55636321021)","57199751890; 55636321021","Intelligent Health Diagnosis Technique Exploiting Automatic Ontology Generation and Web-Based Personal Health Record Services","2019","IEEE Access","7","","8606927","9419","9444","13","10.1109/ACCESS.2019.2891710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061204738&doi=10.1109%2FACCESS.2019.2891710&partnerID=40&md5=cca1057c0d5ece31b89111489d32fddb","Growing interest in healthcare has promoted the use of symptom checkers, which are online health applications that provide diagnostic information on users' health. However, their diagnostic accuracy remains low because the existing symptom checkers rely on manually constructed knowledge models through labor-intensive processes or perform diagnoses based on simple pairwise relationships between diseases and symptoms without considering personal health conditions. In this paper, we propose an intelligent health diagnosis technique that exploits automatically generated ontology and Web-based personal health record services. The proposed technique first automatically generates a human disease diagnosis ontology by exploiting two well-established ontologies for diseases and symptoms: a large-scale medical bibliographic database and an open biomedical repository. When a user enters the symptom-based queries, possible diagnoses are identified by analyzing the user's queries and their health record data via semantic inferences of the automatically generated ontology. Subsequently, the ranked diagnostic results are provided to the user via ranking methods that consider the user's symptoms, personal health attributes, and multi-level diagnosis. The proposed technique also provides the user's diagnostic progress information, which can be used to track or monitor the progress of diseases by considering changes in symptoms over time. The proposed technique was evaluated through a comparison with the existing well-known symptom checkers and other related approaches. The evaluation results show that the proposed technique can feasibly help to improve diagnostic accuracy and deliver appropriate diagnostic information for healthcare action by users. © 2013 IEEE.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85061204738"
"Pendergrass, S.A.; Crawford, D.C.","Pendergrass, Sarah A. (55571430100); Crawford, Dana C. (7403085570)","55571430100; 7403085570","Using Electronic Health Records To Generate Phenotypes For Research","2019","Current Protocols in Human Genetics","100","1","e80","","","95","10.1002/cphg.80","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058063547&doi=10.1002%2Fcphg.80&partnerID=40&md5=4cde9f75b9e6636dc55f98600bb4ecc6","Electronic health records contain patient-level data collected during and for clinical care. Data within the electronic health record include diagnostic billing codes, procedure codes, vital signs, laboratory test results, clinical imaging, and physician notes. With repeated clinic visits, these data are longitudinal, providing important information on disease development, progression, and response to treatment or intervention strategies. The near universal adoption of electronic health records nationally has the potential to provide population-scale real-world clinical data accessible for biomedical research, including genetic association studies. For this research potential to be realized, high-quality research-grade variables must be extracted from these clinical data warehouses. We describe here common and emerging electronic phenotyping approaches applied to electronic health records, as well as current limitations of both the approaches and the biases associated with these clinically collected data that impact their use in research. © 2018 by John Wiley & Sons, Inc. © 2018 John Wiley & Sons, Inc.","Article","Final","","Scopus","2-s2.0-85058063547"
"Lee, S.H.","Lee, Scott H. (57209989458)","57209989458","Natural language generation for electronic health records","2018","npj Digital Medicine","1","1","63","","","69","10.1038/s41746-018-0070-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089606125&doi=10.1038%2Fs41746-018-0070-0&partnerID=40&md5=1c623be876b3db0d4e235430099fabaa","One broad goal of biomedical informatics is to generate fully-synthetic, faithfully representative electronic health records (EHRs) to facilitate data sharing between healthcare providers and researchers and promote methodological research. A variety of methods existing for generating synthetic EHRs, but they are not capable of generating unstructured text, like emergency department (ED) chief complaints, history of present illness, or progress notes. Here, we use the encoder–decoder model, a deep learning algorithm that features in many contemporary machine translation systems, to generate synthetic chief complaints from discrete variables in EHRs, like age group, gender, and discharge diagnosis. After being trained end-to-end on authentic records, the model can generate realistic chief complaint text that appears to preserve the epidemiological information encoded in the original record-sentence pairs. As a side effect of the model’s optimization goal, these synthetic chief complaints are also free of relatively uncommon abbreviation and misspellings, and they include none of the personally identifiable information (PII) that was in the training data, suggesting that this model may be used to support the de-identification of text in EHRs. When combined with algorithms like generative adversarial networks (GANs), our model could be used to generate fully-synthetic EHRs, allowing healthcare providers to share faithful representations of multimodal medical data without compromising patient privacy. This is an important advance that we hope will facilitate the development of machine-learning methods for clinical decision support, disease surveillance, and other data-hungry applications in biomedical informatics. © 2018, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85089606125"
"Pistol, I.; Trandabat, D.; Raschip, M.","Pistol, Ionuţ Cristian (8681920600); Trandabat, Diana Maria (23398822800); Raschip, Madalina (57211212024)","8681920600; 23398822800; 57211212024","Medi-test: Generating tests from medical reference texts","2018","Data","3","4","70","","","4","10.3390/data3040070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070834150&doi=10.3390%2Fdata3040070&partnerID=40&md5=5924fd8ab7a34cb0796f4f4e8954b558","The Medi-test system we developed was motivated by the large number of resources available for the medical domain, as well as the number of tests needed in this field (during and after the medical school) for evaluation, promotion, certification, etc. Generating questions to support learning and user interactivity has been an interesting and dynamic topic in NLP since the availability of e-book curricula and e-learning platforms. Current e-learning platforms offer increased support for student evaluation, with an emphasis in exploiting automation in both test generation and evaluation. In this context, our system is able to evaluate a student’s academic performance for the medical domain. Using medical reference texts as input and supported by a specially designed medical ontology, Medi-test generates different types of questionnaires for Romanian language. The evaluation includes 4 types of questions (multiple-choice, fill in the blanks, true/false, and match), can have customizable length and difficulty, and can be automatically graded. A recent extension of our system also allows for the generation of tests which include images. We evaluated our system with a local testing team, but also with a set of medicine students, and user satisfaction questionnaires showed that the system can be used to enhance learning. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85070834150"
"Sarker, A.; Gonzalez-Hernandez, G.","Sarker, Abeed (36976315000); Gonzalez-Hernandez, Graciela H. (57212403040)","36976315000; 57212403040","An unsupervised and customizable misspelling generator for mining noisy health-related text sources","2018","Journal of Biomedical Informatics","88","","","98","107","34","10.1016/j.jbi.2018.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057090931&doi=10.1016%2Fj.jbi.2018.11.007&partnerID=40&md5=91f3396ad628996dbd9db185cb6831ca","Background: Data collection and extraction from noisy text sources such as social media typically rely on keyword-based searching/listening. However, health-related terms are often misspelled in such noisy text sources due to their complex morphology, resulting in the exclusion of relevant data for studies. In this paper, we present a customizable data-centric system that automatically generates common misspellings for complex health-related terms, which can improve the data collection process from noisy text sources. Materials and methods: The spelling variant generator relies on a dense vector model learned from large, unlabeled text, which is used to find semantically close terms to the original/seed keyword, followed by the filtering of terms that are lexically dissimilar beyond a given threshold. The process is executed recursively, converging when no new terms similar (lexically and semantically) to the seed keyword are found. The weighting of intra-word character sequence similarities allows further problem-specific customization of the system. Results: On a dataset prepared for this study, our system outperforms the current state-of-the-art medication name variant generator with best F<inf>1</inf>-score of 0.69 and F<inf>[Formula presented]</inf>-score of 0.78. Extrinsic evaluation of the system on a set of cancer-related terms demonstrated an increase of over 67% in retrieval rate from Twitter posts when the generated variants are included. Discussion: Our proposed spelling variant generator has several advantages over past spelling variant generators—(i) it is capable of filtering out lexically similar but semantically dissimilar terms, (ii) the number of variants generated is low, as many low-frequency and ambiguous misspellings are filtered out, and (iii) the system is fully automatic, customizable and easily executable. While the base system is fully unsupervised, we show how supervision may be employed to adjust weights for task-specific customizations. Conclusion: The performance and relative simplicity of our proposed approach make it a much-needed spelling variant generation resource for health-related text mining from noisy sources. The source code for the system has been made publicly available for research. © 2018 The Authors","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85057090931"
"Plastiras, P.; O'Sullivan, D.","Plastiras, Panagiotis (56520163100); O'Sullivan, Dympna M. (8980993100)","56520163100; 8980993100","Exchanging personal health data with electronic health records: A standardized information model for patient generated health data and observations of daily living","2018","International Journal of Medical Informatics","120","","","116","125","25","10.1016/j.ijmedinf.2018.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055284195&doi=10.1016%2Fj.ijmedinf.2018.10.006&partnerID=40&md5=cf6e9a9d4eba0ba44058564d44c511bb","Objective: The development of a middleware information model to facilitate better interoperability between Personal and Electronic Health Record systems in order to allow exchange of Patient Generated Health Data and Observations of Daily Leaving between patients and providers in order to encourage patient self-management. Materials and methods: An information model based on HL7 standards for interoperability has been extended to support PGHD and ODL data types. The new information models uses HL7 CDA to represent data, is instantiated as a Protégé ontology and uses a set of mapping rules to transfer data between Personal and Electronic Health Record systems. Results: The information model was evaluated by executing a set of use case scenarios containing data exported from three consumer health apps, transformed to CDA according to developed mapping rules and validated against a CDA schema. This allowed various challenges to emerge as well as revealed gaps in current standards in use and the information model has been refined accordingly. Discussion and conclusion: Our proposed middleware solution offers a number of advantages. When modifications are made to either a Personal or Health Electronic Health Record system or any integrated consumer app, they can be incorporated by altering only the instantiation of the information model. Our proposition uses current standards in use such as CDA. The solution is applicable to any EHR system with HL7 CDA support. © 2018 Elsevier B.V.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85055284195"
"Drees, J.C.; Huang, K.; Petrie, M.S.; Lorey, T.S.; Dlott, R.S.","Drees, Julia C. (7004165415); Huang, Karl (56112535300); Petrie, Matthew S. (55348135100); Lorey, Thomas S. (23988911600); Dlott, Richard S. (6503904301)","7004165415; 56112535300; 55348135100; 23988911600; 6503904301","Reference Intervals Generated by Electronic Medical Record Data Mining with Clinical Exclusions: Age-Specific Intervals for Thyroid-Stimulating Hormone from 33038 Euthyroid Patients","2018","Journal of Applied Laboratory Medicine","3","2","","231","239","4","10.1373/jalm.2017.025445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074798151&doi=10.1373%2Fjalm.2017.025445&partnerID=40&md5=ccafeb4cf33fb9a2cab9e20e780b10e0","Background: Serum thyroid-stimulating hormone (TSH) reference intervals are dependent on population characteristics, including prevalent thyroid disease and iodine status. Studies in the US have demonstrated increasing TSH levels with age, and the American Thyroid Association recommends higher TSH goals for older patients taking thyroid supplementation, but few laboratories offer age-specific reference intervals for TSH. Our objective was to establish TSH reference ranges in our racially diverse population in northern California. Methods: Data mining of electronic medical records was used with the a posteriori approach to select a euthyroid reference population for TSH reference intervals. A report gathered all TSH results from 2 weeks from >1 year in the past, excluding results from patients with thyroid-related disease or medication use at any time before or after the TSH test. Results: The reference population numbered 33038 and consisted of approximately 44% of the total TSH results reported in the selected time periods. The population identified as 46.5% white, 18.3% Asian, 17.0% Hispanic/Latino, 8.0% black/African American, and 10.3% other or unknown. These data demonstrate an increase in the median and 97.5 percentile of TSH levels with increasing age in adults. No clinically significant difference was seen between female and male individuals or between the self-identified races, except for lower TSH levels in the black/African American population. Conclusions: The a posteriori approach using data mining for disease-specific criteria proved to be an efficient method for obtaining a large healthy reference population. Age-specific TSH reference ranges could prevent inappropriate diagnoses of subclinical hypothyroidism in older patients. © 2018 American Association for Clinical Chemistry.","Article","Final","","Scopus","2-s2.0-85074798151"
"Patel, S.; Rajkomar, A.; Harrison, J.D.; Prasad, P.A.; Valencia, V.; Ranji, S.R.; Mourad, M.","Patel, Sajan (55775706400); Rajkomar, Alvin (57034062800); Harrison, James D. (7402742053); Prasad, Priya A. (21743574300); Valencia, Victoria E. (56056522700); Ranji, Sumant R. (6506876596); Mourad, Michelle S. (23470421600)","55775706400; 57034062800; 7402742053; 21743574300; 56056522700; 6506876596; 23470421600","Next-generation audit and feedback for inpatient quality improvement using electronic health record data: A cluster randomised controlled trial","2018","BMJ Quality and Safety","27","9","","691","699","26","10.1136/bmjqs-2017-007393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049168528&doi=10.1136%2Fbmjqs-2017-007393&partnerID=40&md5=c1e9ae9ad7434aecf73d12d219b4ce82","Background Audit and feedback improves clinical care by highlighting the gap between current and ideal practice. We combined best practices of audit and feedback with continuously generated electronic health record data to improve performance on quality metrics in an inpatient setting. Methods We conducted a cluster randomised control trial comparing intensive audit and feedback with usual audit and feedback from February 2016 to June 2016. The study subjects were internal medicine teams on the teaching service at an urban tertiary care hospital. Teams in the intensive feedback arm received access to a daily-updated team-based data dashboard as well as weekly inperson review of performance data ( € STAT rounds'). The usual feedback arm received ongoing twice-monthly emails with graphical depictions of team performance on selected quality metrics. The primary outcome was performance on a composite discharge metric (Discharge Mix Index, € DMI'). A washout period occurred at the end of the trial (from May through June 2016) during which STAT rounds were removed from the intensive feedback arm. Results A total of 40 medicine teams participated in the trial. During the intervention period, the primary outcome of completion of the DMI was achieved on 79.3% (426/537) of patients in the intervention group compared with 63.2% (326/516) in the control group (P<0.0001). During the washout period, there was no significant difference in performance between the intensive and usual feedback groups. Conclusion Intensive audit and feedback using timely data and STAT rounds significantly increased performance on a composite discharge metric compared with usual feedback. With the cessation of STAT rounds, performance between the intensive and usual feedback groups did not differ significantly, highlighting the importance of feedback delivery on effecting change. © 2018 BMJ Publishing Group. All rights reserved.","Article","Final","","Scopus","2-s2.0-85049168528"
"Kloehn, N.; Leroy, G.; Kauchak, D.; Gu, Y.; Colina, S.; Yuan, N.P.; Revere, D.","Kloehn, Nicholas (57203762216); Leroy, Gondy A. (7102314927); Kauchak, David (12140512500); Gu, Yang (57194710710); Colina, Sonia (14064486700); Yuan, Nicole Patricia Phd (8773823700); Revere, Debra (8423819100)","57203762216; 7102314927; 12140512500; 57194710710; 14064486700; 8773823700; 8423819100","Improving consumer understanding of medical text: Development and validation of a new subsimplify algorithm to automatically generate term explanations in English and Spanish","2018","Journal of Medical Internet Research","20","8","e10779","","","24","10.2196/10779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052858312&doi=10.2196%2F10779&partnerID=40&md5=aeee830f292752cf3f348e6e69f0931b","Background: While health literacy is important for people to maintain good health and manage diseases, medical educational texts are often written beyond the reading level of the average individual. To mitigate this disconnect, text simplification research provides methods to increase readability and, therefore, comprehension. One method of text simplification is to isolate particularly difficult terms within a document and replace them with easier synonyms (lexical simplification) or an explanation in plain language (semantic simplification). Unfortunately, existing dictionaries are seldom complete, and consequently, resources for many difficult terms are unavailable. This is the case for English and Spanish resources. Objective: Our objective was to automatically generate explanations for difficult terms in both English and Spanish when they are not covered by existing resources. The system we present combines existing resources for explanation generation using a novel algorithm (SubSimplify) to create additional explanations. Methods: SubSimplify uses word-level parsing techniques and specialized medical affix dictionaries to identify the morphological units of a term and then source their definitions. While the underlying resources are different, SubSimplify applies the same principles in both languages. To evaluate our approach, we used term familiarity to identify difficult terms in English and Spanish and then generated explanations for them. For each language, we extracted 400 difficult terms from two different article types (General and Medical topics) balanced for frequency. For English terms, we compared SubSimplify's explanation with the explanations from the Consumer Health Vocabulary, WordNet Synonyms and Summaries, as well as Word Embedding Vector (WEV) synonyms. For Spanish terms, we compared the explanation to WordNet Summaries and WEV Embedding synonyms. We evaluated quality, coverage, and usefulness for the simplification provided for each term. Quality is the average score from two subject experts on a 1-4 Likert scale (two per language) for the synonyms or explanations provided by the source. Coverage is the number of terms for which a source could provide an explanation. Usefulness is the same expert score, however, with a 0 assigned when no explanations or synonyms were available for a term. Results: SubSimplify resulted in quality scores of 1.64 for English (P<.001) and 1.49 for Spanish (P<.001), which were lower than those of existing resources (Consumer Health Vocabulary [CHV]=2.81). However, in coverage, SubSimplify outperforms all existing written resources, increasing the coverage from 53.0% to 80.5% in English and from 20.8% to 90.8% in Spanish (P<.001). This result means that the usefulness score of SubSimplify (1.32; P<.001) is greater than that of most existing resources (eg, CHV=0.169). Conclusions: Our approach is intended as an additional resource to existing, manually created resources. It greatly increases the number of difficult terms for which an easier alternative can be made available, resulting in greater actual usefulness. © Nicholas Kloehn, Gondy Leroy, David Kauchak, Yang Gu, Sonia Colina, Nicole P Yuan, Debra Revere. Originally published in the Journal of Medical Internet Research (http://www.jmir.org), 02.08.2018. This is an open-access article distributed under the terms of the Creative Commons Attribution License.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85052858312"
