"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Perisetti, A.; Desai, M.; Bourke, M.J.; Penman, I.; Repici, A.; Reddy, D.N.; Tajiri, H.; Rex, D.K.; Hassan, C.; Sharma, P.","Perisetti, Abhilash (55670650200); Desai, Madhav V. (57191835217); Bourke, Michael John (58333561600); Penman, Ian D. (16747655400); Repici, Alessandro (8763695000); Reddy, Duvvuru Nageshwar (7202999042); Tajiri, Hisao (7103380704); Rex, Douglas Kevin (7103050363); Hassan, Cesare (55970664500); Sharma, Prateek (7403231562)","55670650200; 57191835217; 58333561600; 16747655400; 8763695000; 7202999042; 7103380704; 7103050363; 55970664500; 7403231562","Production and possible reduction of greenhouse gases produced during GI endoscopy activity: A systematic review of available literature","2023","Gut","72","3","","493","500","11","10.1136/gutjnl-2022-328369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144885432&doi=10.1136%2Fgutjnl-2022-328369&partnerID=40&md5=814ce9c3f2b9ac6c8e098b12f6b4a4e4","Background and aims Greenhouse gases (GHGs) that trap heat in the atmosphere are composed of carbon dioxide (CO 2), methane, nitrous oxide and fluorinated gases (synthetic hydrofluorocarbons, perfluorocarbons and nitrogen trifluoride). In the USA, the health sector accounts for 8.5% of total GHG emissions. The primary objective of this systematic review was to critically analyse the carbon emissions data from GI endoscopic activity. Design The GI endoscopy carbon cycle was evaluated at preprocedural, intraprocedural and postprocedural levels. We performed a systematic literature search of articles published on these issues until 30 June 2022 and discussed these available data on endoscopy unit GHG carbon cycle, barriers to reduce GHG emissions and potential solutions. The inclusion criteria were any full-text articles (observational, clinical trials, brief communications, case series and editorials) reporting waste generation from GI endoscopy. Abstracts, news articles and conference proceedings were excluded. Results Our search yielded 393 records in PubMed, 1708 in Embase and 24 in Google Scholar. After application of inclusion and exclusion factors, we focused on 9 fulllength articles in detail, only 3 of them were cross-sectional studies (all from the USA), the others reviews or position statements. Therefore, the quality of the studies could not be assessed due to heterogeneity in definitions and amount of emissions. Conclusions Recognition of carbon emissions generated by GI endoscopy activity is critical. Although multiple limitations exists for quantification of these emission, there is an urgent need for collecting proper data as well as examining novel methods for reduction of these emissions for a sustainable endoscopic practices in the future. © 2023 Authors. All rights reserved.","Article","Final","","Scopus","2-s2.0-85144885432"
"Shavlokhova, V.; Vollmer, A.; Zouboulis, C.C.; Vollmer, M.; Wollborn, J.; Lang, G.; Kübler, A.; Hartmann, S.; Stoll, C.; Roider, E.; Saravi, B.","Shavlokhova, Veronika (57204099712); Vollmer, Andreas (57219931103); Zouboulis, Christos C. (7102980525); Vollmer, Michael (57217490036); Wollborn, Jakob (55235011800); Lang, Gernot Michael (57193254888); Kübler, Alexander Christian (7005589434); Hartmann, Stefan (55572531900); Stoll, Christian (7103254158); Roider, Elisabeth (35335014100); Saravi, Babak (57190620092)","57204099712; 57219931103; 7102980525; 57217490036; 55235011800; 57193254888; 7005589434; 55572531900; 7103254158; 35335014100; 57190620092","Finetuning of GLIDE stable diffusion model for AI-based text-conditional image synthesis of dermoscopic images","2023","Frontiers in Medicine","10","","1231436","","","12","10.3389/fmed.2023.1231436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175718663&doi=10.3389%2Ffmed.2023.1231436&partnerID=40&md5=9075cb9b002230d0d0f9a58066e226a9","Background: The development of artificial intelligence (AI)-based algorithms and advances in medical domains rely on large datasets. A recent advancement in text-to-image generative AI is GLIDE (Guided Language to Image Diffusion for Generation and Editing). There are a number of representations available in the GLIDE model, but it has not been refined for medical applications. Methods: For text-conditional image synthesis with classifier-free guidance, we have fine-tuned GLIDE using 10,015 dermoscopic images of seven diagnostic entities, including melanoma and melanocytic nevi. Photorealistic synthetic samples of each diagnostic entity were created by the algorithm. Following this, an experienced dermatologist reviewed 140 images (20 of each entity), with 10 samples originating from artificial intelligence and 10 from original images from the dataset. The dermatologist classified the provided images according to the seven diagnostic entities. Additionally, the dermatologist was asked to indicate whether or not a particular image was created by AI. Further, we trained a deep learning model to compare the diagnostic results of dermatologist versus machine for entity classification. Results: The results indicate that the generated images possess varying degrees of quality and realism, with melanocytic nevi and melanoma having higher similarity to real images than other classes. The integration of synthetic images improved the classification performance of the model, resulting in higher accuracy and precision. The AI assessment showed superior classification performance compared to dermatologist. Conclusion: Overall, the results highlight the potential of synthetic images for training and improving AI models in dermatology to overcome data scarcity. © © 2023 Shavlokhova, Vollmer, Zouboulis, Vollmer, Wollborn, Lang, Kübler, Hartmann, Stoll, Roider and Saravi.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85175718663"
"Zhou, N.; Wu, Q.; Wu, Z.; Marino, S.; Dinov, I.D.","Zhou, Nina (57203751868); Wu, Qiucheng (57204852994); Wu, Zewen (57966579500); Marino, Simeone (8786377400); Dinov, Ivo D. (6603200380)","57203751868; 57204852994; 57966579500; 8786377400; 6603200380","DataSifterText: Partially Synthetic Text Generation for Sensitive Clinical Notes","2022","Journal of Medical Systems","46","12","96","","","11","10.1007/s10916-022-01880-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141942093&doi=10.1007%2Fs10916-022-01880-6&partnerID=40&md5=05a0829ee78dded5936635dbfa229d74","Petabytes of health data are collected annually across the globe in electronic health records (EHR), including significant information stored as unstructured free text. However, the lack of effective mechanisms to securely share clinical text has inhibited its full utilization. We propose a new method, DataSifterText, to generate partially synthetic clinical free-text that can be safely shared between stakeholders (e.g., clinicians, STEM researchers, engineers, analysts, and healthcare providers), limiting the re-identification risk while providing significantly better utility preservation than suppressing or generalizing sensitive tokens. The method creates partially synthetic free-text data, which inherits the joint population distribution of the original data, and disguises the location of true and obfuscated words. Under certain obfuscation levels, the resulting synthetic text was sufficiently altered with different choices, orders, and frequencies of words compared to the original records. The differences were comparable to machine-generated (fully synthetic) text reported in previous studies. We applied DataSifterText to two medical case studies. In the CDC work injury application, using privacy protection, 60.9-86.5% of the synthetic descriptions belong to the same cluster as the original descriptions, demonstrating better utility preservation than the naïve content suppressing method (45.8-85.7%). In the MIMIC III application, the generated synthetic data maintained over 80% of the original information regarding patients’ overall health conditions. The reported DataSifterText statistical obfuscation results indicate that the technique provides sufficient privacy protection (low identification risk) while preserving population-level information (high utility). © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85141942093"
"Skochilov, R.; Aserova, E.; Lakhov, A.; Antonova, D.; Кulikova, I.; Shagina, A.; Heimer, R.","Skochilov, Roman V. (36090272500); Aserova, Elina (57813041200); Lakhov, Aleksey (57220577620); Antonova, Daria A. (57213141781); Кulikova, Irina (57812056300); Shagina, Alesia (57812442800); Heimer, Robert R. (7006307265)","36090272500; 57813041200; 57220577620; 57213141781; 57812056300; 57812442800; 7006307265","Behavioral patterns of people who use synthetic psychostimulants: Results of a qualitative study in St. Petersburg, Russia","2022","International Journal of Drug Policy","107","","103790","","","5","10.1016/j.drugpo.2022.103790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134615595&doi=10.1016%2Fj.drugpo.2022.103790&partnerID=40&md5=4e587ff58bc5e4065baf5bf69f1a4782","Background: Russia, like many other places, is currently experiencing a proliferation of new psychoactive substances, many of which are psychostimulants. In St. Petersburg, these appear to be mostly congeners of cathinone. We sought to obtain qualitative data to better understand the impact on the health and behaviors of people who use drugs (PWUD) by recruiting individuals who reported recent use of psychostimulants. Methods: In-depth qualitative data on current drug use and its effects were collected through thirty interviews (n=30) and two focus groups (n=10: five male, five female). The interviews and focus groups also provided data on the social contexts of drug use including sexual behaviors and associated medical issues. Secondary data about online drug purchases were obtained from a source that accesses and analyzes darknet purchases. Qualitative data were initially coded using a priori codes developed on the basis of the interview guide, and then data were coded again inductively based on emergent findings from the data. Thematic analysis was carried out using OpenCode 4.0 qualitative data analysis software. Results: Thematic analysis of the interviews and focus groups identified distinct differences in behavior patterns between older, more experienced PWUD and a ""new generation"" of PWUD. Routes of initiation of drug use and sexual behaviors associated with drug use differed, but both groups reported high levels of unsafe injection and sexual behaviors. In interpreting the texts and purchasing data, we have attempted to anticipate how the drug use patterns can influence HIV transmission. Conclusions: The emergence of a new class of psychostimulant drugs presents new threats to the health of drug users and new opportunities to intervene to reduce those risks. The information obtained may assist HIV/AIDS prevention specialists and drug user support groups in their efforts to decrease unsafe drug use and sexual behaviors. © 2022 Elsevier B.V.","Article","Final","","Scopus","2-s2.0-85134615595"
"Al Aziz, M.M.; Ahmed, T.; Faequa, T.; Jiang, X.; Yao, Y.; Mohammed, N.","Al Aziz, Md Momin (57195218759); Ahmed, Tanbir (59028533700); Faequa, Tasnia (56606274400); Jiang, Xiaoqian (59051718600); Yao, Yiyu Y. (7403567566); Mohammed, Noman (23025118200)","57195218759; 59028533700; 56606274400; 59051718600; 7403567566; 23025118200","Differentially Private Medical Texts Generation Using Generative Neural Networks","2022","ACM Transactions on Computing for Healthcare","3","1","3469035","","","18","10.1145/3469035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125710436&doi=10.1145%2F3469035&partnerID=40&md5=ebb2c2bc5347bafb3b86554a3e99c048","Technological advancements in data science have offered us affordable storage and efficient algorithms to query a large volume of data. Our health records are a significant part of this data, which is pivotal for healthcare providers and can be utilized in our well-being. The clinical note in electronic health records is one such category that collects a patient's complete medical information during different timesteps of patient care available in the form of free-texts. Thus, these unstructured textual notes contain events from a patient's admission to discharge, which can prove to be significant for future medical decisions. However, since these texts also contain sensitive information about the patient and the attending medical professionals, such notes cannot be shared publicly. This privacy issue has thwarted timely discoveries on this plethora of untapped information. Therefore, in this work, we intend to generate synthetic medical texts from a private or sanitized (de-identified) clinical text corpus and analyze their utility rigorously in different metrics and levels. Experimental results promote the applicability of our generated data as it achieves more than accuracy in different pragmatic classification problems and matches (or outperforms) the original text data. © 2021 Association for Computing Machinery.","Article","Final","","Scopus","2-s2.0-85125710436"
"Daniel, C.; Bellamine, A.; Kalra, D.","Daniel, Christel (24334555100); Bellamine, Ali (57221252143); Kalra, Dinesh K. (56107739200)","24334555100; 57221252143; 56107739200","Key Contributions in Clinical Research Informatics","2021","Yearbook of Medical Informatics","30","1","","233","238","1","10.1055/s-0041-1726514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115806847&doi=10.1055%2Fs-0041-1726514&partnerID=40&md5=19a94c096296c6f74e9001cfef11114a","Objectives: To summarize key contributions to current research in the field of Clinical Research Informatics (CRI) and to select best papers published in 2020. Method: A bibliographic search using a combination of Medical Subject Headings (MeSH) descriptors and free-text terms on CRI was performed using PubMed, followed by a double-blind review in order to select a list of candidate best papers to be then peer-reviewed by external reviewers. After peer-review ranking, a consensus meeting between two section editors and the editorial team was organized to finally conclude on the selected four best papers. Results: Among the 877 papers published in 2020 and returned by the search, there were four best papers selected. The first best paper describes a method for mining temporal sequences from clinical documents to infer disease trajectories and enhancing high-throughput phenotyping. The authors of the second best paper demonstrate that the generation of synthetic Electronic Health Record (EHR) data through Generative Adversarial Networks (GANs) could be substantially improved by more appropriate training and evaluation criteria. The third best paper offers an efficient advance on methods to detect adverse drug events by computer-assisting expert reviewers with annotated candidate mentions in clinical documents. The large-scale data quality assessment study reported by the fourth best paper has clinical research informatics implications, in terms of the trustworthiness of inferences made from analysing electronic health records. Conclusions: The most significant research efforts in the CRI field are currently focusing on data science with active research in the development and evaluation of Artificial Intelligence/Machine Learning (AI/ML) algorithms based on ever more intensive use of real-world data and especially EHR real or synthetic data. A major lesson that the coronavirus disease 2019 (COVID-19) pandemic has already taught the scientific CRI community is that timely international high-quality data-sharing and collaborative data analysis is absolutely vital to inform policy decisions. © 2021 Thieme Medical Publishers, Inc.. All rights reserved.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85115806847"
"Kasthurirathne, S.N.; Dexter, G.; Grannis, S.J.","Kasthurirathne, Suranga Nath (56893888300); Dexter, Gregory (59666632800); Grannis, Shaun J. (6507537646)","56893888300; 59666632800; 6507537646","Generative Adversarial Networks for Creating Synthetic Free-Text Medical Data: A Proposal for Collaborative Research and Re-use of Machine Learning Models","2021","AMIA Annual Symposium proceedings","2021","","","335","344","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115275181&partnerID=40&md5=113a7bc6140f1e3e5be713d7c3dd3184","Restrictions in sharing Patient Health Identifiers (PHI) limit cross-organizational re-use of free-text medical data. We leverage Generative Adversarial Networks (GAN) to produce synthetic unstructured free-text medical data with low re-identification risk, and assess the suitability of these datasets to replicate machine learning models. We trained GAN models using unstructured free-text laboratory messages pertaining to salmonella, and identified the most accurate models for creating synthetic datasets that reflect the informational characteristics of the original dataset. Natural Language Generation metrics comparing the real and synthetic datasets demonstrated high similarity. Decision models generated using these datasets reported high performance metrics. There was no statistically significant difference in performance measures reported by models trained using real and synthetic datasets. Our results inform the use of GAN models to generate synthetic unstructured free-text data with limited re-identification risk, and use of this data to enable collaborative research and re-use of machine learning models. ©2021 AMIA - All rights reserved.","Article","Final","","Scopus","2-s2.0-85115275181"
"Libbi, C.A.; Trienes, J.; Trieschnigg, D.; Seifert, C.","Libbi, Claudia Alessandra (57224188532); Trienes, Jan (57208468073); Trieschnigg, Dolf R.B. (23013092400); Seifert, Christin (8850014900)","57224188532; 57208468073; 23013092400; 8850014900","Generating synthetic training data for supervised de-identification of electronic health records","2021","Future Internet","13","5","136","","","28","10.3390/fi13050136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107199191&doi=10.3390%2Ffi13050136&partnerID=40&md5=ffa69bbef0eec73079afa2c2f96292b0","A major hurdle in the development of natural language processing (NLP) methods for Electronic Health Records (EHRs) is the lack of large, annotated datasets. Privacy concerns prevent the distribution of EHRs, and the annotation of data is known to be costly and cumbersome. Synthetic data presents a promising solution to the privacy concern, if synthetic data has comparable utility to real data and if it preserves the privacy of patients. However, the generation of synthetic text alone is not useful for NLP because of the lack of annotations. In this work, we propose the use of neural language models (LSTM and GPT-2) for generating artificial EHR text jointly with annotations for named-entity recognition. Our experiments show that artificial documents can be used to train a supervised named-entity recognition model for de-identification, which outperforms a state-of-theart rule-based baseline. Moreover, we show that combining real data with synthetic data improves the recall of the method, without manual annotation effort. We conduct a user study to gain insights on the privacy of artificial text. We highlight privacy risks associated with language models to inform future research on privacy-preserving automated text generation and metrics for evaluating privacy-preservation during text generation. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85107199191"
"Grouin, C.; Grabar, N.","Grouin, Cyril (35224849300); Grabar, Natalia G. (6602326045)","35224849300; 6602326045","A Year of Papers Using Biomedical Texts: Findings from the Section on Clinical Natural Language Processing of the International Medical Informatics Association Yearbook","2020","Yearbook of Medical Informatics","29","1","","221","225","0","10.1055/s-0040-1701997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089795615&doi=10.1055%2Fs-0040-1701997&partnerID=40&md5=d239991c83685b604013d2a1d1b9ed3e","Objectives: Analyze papers published in 2019 within the medical natural language processing (NLP) domain in order to select the best works of the field. Methods: We performed an automatic and manual pre-selection of papers to be reviewed and finally selected the best NLP papers of the year. We also propose an analysis of the content of NLP publications in 2019. Results: Three best papers have been selected this year including the generation of synthetic record texts in Chinese, a method to identify contradictions in the literature, and the BioBERT word representation. Conclusions: The year 2019 was very rich and various NLP issues and topics were addressed by research teams. This shows the will and capacity of researchers to move towards robust and reproducible results. Researchers also prove to be creative in addressing original issues with relevant approaches. © 2020 IMIA and Georg Thieme Verlag KG.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85089795615"
"Rajagopalan, S.; Poori, S.; Narasimhan, M.; Sivaraman, S.; Chandrasekar, C.V.; Balasubramanian, R.; Annamalai, V.M.; Amirtharajan, A.","Rajagopalan, Sundararaman (8141487300); Poori, Siva (57216844620); Narasimhan, Mukund (57216846461); Sivaraman, R. (57200409978); Chandrasekar, V. K. (35795004500); Balasubramanian, R. (55755279600); Annamalai, Moorthi Paramasivam Vijaya (57209802009); Amirtharajan, Rengarajan (36052479300)","8141487300; 57216844620; 57216846461; 57200409978; 35795004500; 55755279600; 57209802009; 36052479300","Chua's diode and strange attractor: A three-layer hardware–software co-design for medical image confidentiality","2020","IET Image Processing","14","7","","1248","1256","42","10.1049/iet-ipr.2019.0562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084960197&doi=10.1049%2Fiet-ipr.2019.0562&partnerID=40&md5=065097a75e5804155acd1be4a776d43f","Medical image security relies upon the arrival of improved techniques for enhancing the confusion as well as diffusion processes in the pixel level manipulations. Non-linear circuits constructed with hardware components can be employed for hardware–software co-design in medical image encryption. The proposed approach has adopted Chua diode circuit for the generation of 256 × 256 random synthetic image with the entropy of 7.9972. This synthetic image has been utilised to scramble the DICOM image for the second level of diffusion as the cellular automata provides the first level of scrambling and diffusion. The average correlation coefficients of encrypted pixels are 0.00204, -0.00298 and -0.00054 in three directions. The encrypted pixels pass the NIST SP 800-22 test suite and offer resistance to statistical, differential and chosen plain text attacks. © The Institution of Engineering and Technology 2020.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85084960197"
"Lee, S.H.","Lee, Scott H. (57209989458)","57209989458","Natural language generation for electronic health records","2018","npj Digital Medicine","1","1","63","","","69","10.1038/s41746-018-0070-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089606125&doi=10.1038%2Fs41746-018-0070-0&partnerID=40&md5=1c623be876b3db0d4e235430099fabaa","One broad goal of biomedical informatics is to generate fully-synthetic, faithfully representative electronic health records (EHRs) to facilitate data sharing between healthcare providers and researchers and promote methodological research. A variety of methods existing for generating synthetic EHRs, but they are not capable of generating unstructured text, like emergency department (ED) chief complaints, history of present illness, or progress notes. Here, we use the encoder–decoder model, a deep learning algorithm that features in many contemporary machine translation systems, to generate synthetic chief complaints from discrete variables in EHRs, like age group, gender, and discharge diagnosis. After being trained end-to-end on authentic records, the model can generate realistic chief complaint text that appears to preserve the epidemiological information encoded in the original record-sentence pairs. As a side effect of the model’s optimization goal, these synthetic chief complaints are also free of relatively uncommon abbreviation and misspellings, and they include none of the personally identifiable information (PII) that was in the training data, suggesting that this model may be used to support the de-identification of text in EHRs. When combined with algorithms like generative adversarial networks (GANs), our model could be used to generate fully-synthetic EHRs, allowing healthcare providers to share faithful representations of multimodal medical data without compromising patient privacy. This is an important advance that we hope will facilitate the development of machine-learning methods for clinical decision support, disease surveillance, and other data-hungry applications in biomedical informatics. © 2018, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85089606125"
"Hecht López, P.; Larrazábal Miranda, A.","Hecht López, Pedro (57203837997); Larrazábal Miranda, Andrea (57192418813)","57203837997; 57192418813","Use of new technological resources in the teaching of a clinical anatomy course for medicine students; Uso de nuevos recursos tecnológicos en la docencia de un curso de anatomía con orientación clínica para estudiantes de medicina","2018","International Journal of Morphology","36","3","","821","828","14","10.4067/S0717-95022018000300821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053115726&doi=10.4067%2FS0717-95022018000300821&partnerID=40&md5=b760ded16df62bf3837fb5e49197043f","The use of technological resources as assisting material in the teaching of human anatomy has been referenced in Chile since the 19th century with the first artificial anatomical model. In conjunction with traditional lectures and classical texts on the subject during practical work, the student was presented with a series of strictly anatomical contents that would later be evaluated. This teaching methodology was maintained until well into the 20th century. Subsequently, medical technology progress and innovation was integrated in clinical practice over the last decades. Further, knowledge of anatomical structures, in terms of their representation in exams obtained through medical imaging techniques was also consolidated. For this reason for the education of the new generations of medical doctors, a gradual update was required. These included basic clinical content literature, a teaching methodology with student participation, and use of materials for practical work to achieve learning techniques that would be useful in later courses. Prior to the beginning of the school year, the School of Medicine of the Universidad de Tarapacá acquired state of the art material to complement teaching in practical anatomy work for its anatomy laboratory. This article describes implementation of the new technological resources for educational support in anatomy for our school of medicine, among these are: anatomical models printed in three dimensions (3D) Erler-Zimmer®, synthetic human cadaver Syndaver®, SECTRA® 3D digital dissection table and complementary workstation. All of this material will be used in conjunction with other traditional resources when teaching anatomy, so as to provide an overall view of the contents in this subject area. © 2018, Universidad de la Frontera. All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85053115726"
"Johnson, R.W.","Johnson, Rebecca Wynne (58267211800)","58267211800","Divisions of Labor: Gender, Power, and Later Medieval Childbirth, c. 1200–1500","2016","History Compass","14","9","","383","396","6","10.1111/hic3.12335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062341897&doi=10.1111%2Fhic3.12335&partnerID=40&md5=589dd7f60e20568619e231db01e5d81a","In the past generation, a substantial amount of scholarship has emerged in connection with the once-neglected subject of childbirth in the later Middle Ages. While engaging with a wide variety of sources, its historians have shown a consistent interest in childbirth's role in gender relations that draws strength from contemporary debates in women's history and gender history. Over the past 30 years, their work has generally shifted from idealization of medieval childbirth as a realm of female autonomy to a more nuanced consideration of the roles and interests of men in the birthing chamber. However, the field remains fragmented, with scholars often reaching contrary conclusions depending on the sources they utilize. This article surveys academic work on later medieval childbirth published over the past three decades. It reviews research from five major areas of inquiry: medical practitioners and knowledge, secular and canon law, art and material history, texts and ritual, and miracle accounts. By way of conclusion, it considers both the prospects for reuniting these areas into a synthetic whole and the role gender might play in doing so. © 2016 John Wiley & Sons Ltd.","Article","Final","","Scopus","2-s2.0-85062341897"
