PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kanumuambidi, JP; Rosales, RR; Venkatesh, A; Metzner, T; Al-Toubat, M; Ishiyama, Y; Sceats, H; Balaji, KC				Kanumuambidi, Jean-Pierre (Trey); Rosales, Reynier Rodriguez; Venkatesh, Arjun; Metzner, Thomas; Al-Toubat, Mohammed; Ishiyama, Yudai; Sceats, Hunter; Balaji, K. C.			Age-dependent gene alterations is associated with distinct immune profiles in renal cell carcinoma	UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS												Background: The role of genetic alterations (GAs) in renal cell carcinoma (RCC) accumulating over time remains unclear. We examined GAs by age group and their associations with overall survival (OS), immune infiltration, and immune checkpoint inhibitor (ICI) response. Methods: Next-generation sequencing data from 3,360 RCC patients in the AACR Project GENIE registry were analyzed. GAs with >5% frequency were stratified by age into <45, 45 to 75, and >75 years. Kaplan-Meier analysis assessed OS. Immune profiles and ICI responses were evaluated using TIMER2.0 and ROC Plotter. Co-occurrence and synthetic lethality (SL) analyses were also performed. P < 0.05 was considered significant. Results: Among 3,360 patients, 53.8% had clear cell, 25.5% papillary, and 12.1% chromophobe RCC. Younger and older patients exhibited significantly higher MUC4 (13.9%), TP53 (9.6%), and VHL (48.4%), TTN (21.0%), and PBRM1 (27.8%) GAs, respectively (P < 0.001). Subtype analysis revealed that clear cell RCC largely drove these patterns. While chromophobe RCC in older patients showed significantly higher KMT2C, MST1, and MUC4 alterations, papillary tumors showed none. TP53, VHL, TTN, and PBRM1 alterations were associated with worse OS (P < 0.001). TP53, TTN, and PBRM1 also showed distinct immune profiles, although differences in ICI response were not demonstrable, presumably due to small sample size. Several novel SL pairs were identified. Conclusion: Age-related GAs in RCC are largely driven by clear cell and chromophobe subtypes. These alterations are associated with differences in survival and immune profiles but not with ICI response. (c) 2025 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.					Ishiyama, Yudai/AAM-7002-2021														1078-1439	1873-2496				NOV	2025	43	11					663e17	663e24		10.1016/j.urolonc.2025.07.009	http://dx.doi.org/10.1016/j.urolonc.2025.07.009		SEP 2025						40764202					WOS:001588656100008
J	Hinchliffe, DJ; Thyssen, GN; Condon, BD; Zeng, LH; Hron, RJ; Madison, CA; Jenkins, JN; McCarty, JC; Delhom, CD; Sui, RX				Hinchliffe, Doug J.; Thyssen, Gregory N.; Condon, Brian D.; Zeng, Linghe; Hron, Rebecca J.; Madison, Crista A.; Jenkins, Johnie N.; McCarty, Jack C.; Delhom, Christopher D.; Sui, Ruixiu			Interrelationships between cotton fiber quality traits and tensile properties of hydroentangled nonwoven fabrics	JOURNAL OF INDUSTRIAL TEXTILES												Cotton fibers can be used to produce nonwovens suitable for numerous single use applications including hygiene, wipes, and medical products among others. Cotton comprises a relatively small amount of total raw materials used in nonwovens production compared to the synthetic fibers of polyester and polypropylene, but the use of cotton fibers in nonwovens continues to increase due to demand for disposable products containing natural, sustainable, and biodegradable materials. However, the relationship between cotton fiber classification measurements and nonwoven fabric physical and functional properties are not well characterized. A better understanding of the effects of cotton fiber properties on nonwovens fabric properties will facilitate fiber selection for specific end-use applications. In this study, cotton fibers with broad distributions of fiber quality measurements from 10 recombinant inbred lines of a multi parent advanced generation intercross multiparent advanced generation intercross population were harvested and processed in their greige state into hydroentangled nonwoven fabrics of two distinct basis weights. Tensile testing of lightweight nonwovens indicated fiber length and tensile strength at break were positively correlated with fabric strength, whereas micronaire (air permeability of a fiber bundle) was negatively correlated indicating finer fibers contributed to increased fabric strength. Increased strength of heavyweight fabrics was mainly correlated with higher fiber uniformity index. These results suggest that cotton fibers could be selectively sourced based on fiber quality for specific nonwoven applications and establishes alternative market opportunities for cotton fibers classified as inferior and subject to discount pricing in the woven textile market.						McCarty, Jack/0000-0002-3907-8265; Hron, Rebecca/0000-0003-4147-4838													1528-0837	1530-8057				APR	2023	53								15280837231171312	10.1177/15280837231171312	http://dx.doi.org/10.1177/15280837231171312													WOS:000980584200001
J	Zhou, BG; Li, YH; Chen, Y; Li, JC; Guo, JS; Gao, C; Zhang, ZX; Lee, CK				Zhou, Buguang; Li, Yinghui; Chen, Yue; Li, Jiecong; Guo, Jiansheng; Gao, Can; Zhang, Zixuan; Lee, Chengkuo			Initiator-Free Supramolecular Zwitterionic Gels for Skin-Inspired Soft Iontronics	ADVANCED MATERIALS												Conventional synthetic skin for intelligent soft robotics typically relies on thermally or UV-initiated polymerization, making initiator-free rapid gelation a persistent challenge. Here, a supramolecular Lewis acid-base gelation strategy that enables facile, initiator- and crosslinker-free synthesis of polyzwitterionic gels is presented. Strong hydrogen bonding between urea (hydrogen bond donor, HBD) and the zwitterionic moieties of 2-methacryloyloxyethyl phosphorylcholine (MPC; polymerizable zwitterionic hydrogen bond acceptor, PZHBA) drives spontaneous polymerization, establishing a general platform for zwitterionic gelation in deep eutectic solvents (DESs), such as choline chloride (ChCl) and urea. Inspired by the structural and ionic complexity of human skin, zwitterionic supramolecular eutectogel (ZSE) is designed via copolymerization of N-acryloyl glycinamide (NAGA) and MPC in DES, yielding a bioinspired ion-hydrogen bond dynamic network. These gels exhibit tunable mechanical properties, including an ultralow Young's modulus (5-180 kPa), and exceptionally high ionic conductivity (2 S<middle dot>m-1), which arises from the solvation of zwitterionic groups. The dynamic supramolecular network also imparts recyclability and intrinsic self-adhesion. ZSEs can be continuously spun into highly sensitive strain sensors with environmental robustness for integration into textiles. Additionally, bio-optimized gel patches demonstrate excellent antibacterial activity and biocompatibility. This work offers a sustainable and versatile synthetic platform for next-generation soft iontronics and bioinspired human-machine interfaces.					LEE, CHENGKUO/R-3999-2018; 郭, 建生/HIR-7717-2022; Zhang, Zixuan/MIT-7583-2025														0935-9648	1521-4095				2025 DEC 12	2025									PMID 9885358	10.1002/adma.202514037	http://dx.doi.org/10.1002/adma.202514037		DEC 2025						41388507					WOS:001636911200001
J	Landsiedel, J; Root, W; Schramm, C; Menzel, A; Witzleben, S; Bechtold, T; Pham, T				Landsiedel, Justus; Root, Waleri; Schramm, Christian; Menzel, Alexander; Witzleben, Steffen; Bechtold, Thomas; Pham, Tung			Tunable colors and conductivity by electroless growth of Cu/Cu2O particles on sol-gel modified cellulose	NANO RESEARCH												Development of colored surfaces by formation of nano-structured aggregates is a widely used strategy in nature to color lightweight structures (e.g. butterflies) without the use of dye pigments. The deposition of nanoscale particles mimics nature in it's approach coloring surfaces. This work presents sol-gel modification of cellulose surfaces used to form a template for growth of Cu/Cu2O core-shell particles with defined size-distributions. Besides improving the adhesion of the deposited particulate material, the sol-gel matrix serves as a template for the control of particle sizes of the Cu/Cu2O structures, and as a consequence of particle size variation the surface color is tunable. As an example, red color was achieved with an average particle size of 35 nm, and shifts gradually to blue appearance when particles have grown to 80 nm on the sol-gel modified fabric. The copper concentration on representative fabrics is kept low to avoid modifying the textile characteristics and were all in the range of 150-170 mg per g of cellulose material. As a result of copper deposition on the surface of the material, the cellulose fabric also became electrically conductive. Remarkably, the electrical conductivity was found to be dependent on the average particle sizes of the deposits and thus related to the change in observed color. The generation of color by growth of nano-sized particles on sol-gel templates provides a highly promising approach to stain surfaces by physical effects without use of synthetic colorants, which opens a new strategy to improve environmental profile of coloration.					Pham, Tung/AEN-1825-2022; Witzleben, Steffen/Y-4703-2018	Pham, Tung/0000-0001-9957-0553; Root, Waleri/0000-0002-1481-2670; Landsiedel, Justus/0000-0002-2932-5234													1998-0124	1998-0000				OCT	2020	13	10					2658	2664		10.1007/s12274-020-2907-5	http://dx.doi.org/10.1007/s12274-020-2907-5		JUL 2020											WOS:000545052700007
J	Wiedenmann, M; Barch, M; Chang, PS; Giltnane, J; Risom, T; Zijlstra, A				Wiedenmann, Marcel; Barch, Mariya; Chang, Patrick S.; Giltnane, Jennifer; Risom, Tyler; Zijlstra, Andries			An Immunofluorescence-Guided Segmentation Model in Hematoxylin and Eosin Images Is Enabled by Tissue Artifact Correction Using a Cycle-Consistent Generative Adversarial Network	MODERN PATHOLOGY												Despite recent advances, the adoption of computer vision methods into clinical and commercial applications has been hampered by the limited availability of accurate ground truth tissue annotations required to train robust supervised models. Generating such ground truth can be accelerated by annotating tissue molecularly using immunofluorescence (IF) staining and mapping these annotations to a post-IF hematoxylin and eosin (H&E) (terminal H&E) stain. Mapping the annotations between IF and terminal H&E increases both the scale and accuracy by which ground truth could be generated. However, discrepancies between terminal H&E and conventional H&E caused by IF tissue processing have limited this implementation. We sought to overcome this challenge and achieve compatibility between these parallel modalities using synthetic image generation, in which a cycleconsistent generative adversarial network was applied to transfer the appearance of conventional H&E such that it emulates terminal H&E. These synthetic emulations allowed us to train a deep learning model for the segmentation of epithelium in terminal H&E that could be validated against the IF staining of epithelial-based cytokeratins. The combination of this segmentation model with the cycle-consistent generative adversarial network stain transfer model enabled performative epithelium segmentation in conventional H&E images. The approach demonstrates that the training of accurate segmentation models for the breadth of conventional H&E data can be executed free of human expert annotations by leveraging molecular annotation strategies such as IF, so long as the tissue impacts of the molecular annotation protocol are captured by generative models that can be deployed prior to the segmentation process. (c) 2024 United States & Canadian Academy of Pathology. Published by Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.					Zijlstra, Anies/G-4564-2013	Zijlstra, Anies/0000-0001-8460-8803; Risom, Tyler/0000-0003-1089-9542													0893-3952	1530-0285				NOV	2024	37	11							100591	10.1016/j.modpat.2024.100591	http://dx.doi.org/10.1016/j.modpat.2024.100591		SEP 2024						39147031					WOS:001316343300001
J	Vendl, C; Taylor, MD; Bräunig, J; Ricolfi, L; Ahmed, R; Chin, M; Gibson, MJ; Hesselson, D; Neely, GG; Lagisz, M; Nakagawa, S				Vendl, Catharina; Taylor, Matthew D.; Braunig, Jennifer; Ricolfi, Lorenzo; Ahmed, Radiah; Chin, Maegan; Gibson, Matthew J.; Hesselson, Daniel; Neely, G. Gregory; Lagisz, Malgorzata; Nakagawa, Shinichi			Profiling research on PFAS in wildlife: Systematic evidence map and bibliometric analysis	ECOLOGICAL SOLUTIONS AND EVIDENCE												Per- and polyfluoroalkyl substances (PFAS) are a large group of synthetic chemicals that have been in use for over 70 years. Their ubiquitous distribution and harmful effects pose a threat to wildlife worldwide. To provide a comprehensive synopsis and show the gaps and gluts of existing research on PFAS exposure in wildlife, we created a systematic map and bibliographic analysis of the literature. We followed our protocol to conduct a systematic literature search on Scopus, Web of Science and five other databases. In two steps (title/abstract/keywords and full-text), we screened peer-reviewed empirical articles, preprints and theses in English that studied the concentration of at least one of 34 PFAS compounds in free-ranging wildlife or their parts/products. Following the protocol, we extracted data and performed a critical appraisal. We included 581 publications. From the first and only paper in 2001, there was a linear annual increase to 54 papers in 2021. While PFOS (97% of studies), PFOA (91%) and long-chain PFAS in general were the most measured, few studies investigated new-generation PFAS (e.g. GenX and ADONA). Across the studied 1042 species from 26 taxonomic classes, the most frequent were the common carp (Cyprinus carpio, 8%), polar bear (Ursus maritimus, 6%) and European perch (Perca fluviatilis, 5%). Most sampling took place in the United States (17%), Norway (13%), Canada (12%) and China (10%), which were also the main publishing countries. Polar regions attracted significant research interest from countries all around the globe. Aquatic habitats (marine: 31%, freshwater: 28%) of temperate zones were the most common locations for sample collection. We encourage researchers to work towards closing the following gaps: investigating new-generation PFAS, assessing PFAS in mid- and low-income countries and performing more long-term studies, especially on invertebrates. We note the recent rise in studies on the physiological consequences of PFAS exposure and encourage further work on this crucial topic. Furthermore, we recommend that the statement of potential and actual conflicts of interest, and the provision of raw data and analysis code should be made compulsory by all journals and routinely enforced. This practice will mitigate conflict of interest and ensure reproducibility.					Nakagawa, Shinichi/B-5571-2011; Lagisz, Malgorzata/A-3100-2010; Neely, G Gregory/AAB-4642-2020; Hesselson, Daniel/ABD-7514-2021	Vendl, Catharina/0000-0001-9870-7765; Bräunig, Jennifer/0000-0001-8030-2436; Lagisz, Malgorzata/0000-0002-3993-6127; Neely, G Gregory/0000-0002-1957-9732; Hesselson, Daniel/0000-0002-8675-9426; Ricolfi, Lorenzo/0000-0001-7101-3309														2688-8319				JAN 24	2024	5	1							e12292	10.1002/2688-8319.12292	http://dx.doi.org/10.1002/2688-8319.12292													WOS:001149951600001
J	Tomassini, A; Liu, YS; Zheng, YT; Abul Shahid, M; Singh, A; Singh, AK; Piedra, WM; Gong, XY; Hayter, CE; Singh, KI; Captain, B; Sortino, S; Zhang, Y; Raymo, FM				Tomassini, Andrea; Liu, Yunshu; Zheng, Yeting; Abul Shahid, Md; Singh, Amrita; Singh, Ambarish Kumar; Piedra, William M.; Gong, Xiayi; Hayter, Colin E.; Singh, Keiran I.; Captain, Burjor; Sortino, Salvatore; Zhang, Yang; Raymo, Francisco M.			Photoactivation of BODIPY Fluorescence with Green Light	JOURNAL OF ORGANIC CHEMISTRY												Existing synthetic dyes with photoactivatable fluorescence demand ultraviolet radiation or, at best, violet light for fluorescence photoactivation. Illumination of biological samples within this range of relatively short wavelengths, however, causes significant photodamage. Strategies for the photochemical generation of fluorescent products under irradiation at wavelengths longer than 500 nm with moderate power densities are urgently needed to enable live-cell imaging with negligible phototoxicity. We identified a possible structural design to satisfy these stringent irradiation requirements. Specifically, we demonstrated that illumination of a borondipyrromethene (BODIPY) chromophore in the green region of the visible spectrum cleaves an adjacent oxazine heterocycle to form a fluorescent product with an emission in the red spectral window. We successfully photoactivated this compound with a 561 nm laser and localized single molecules of the fluorescent product with nanometer precision under 581 nm excitation, even in the interior of live cells. Indeed, we reconstructed subdiffraction images of the nanostructured lysosomes of the labeled cells under such unprecedented illumination conditions. Our results clearly indicate that this photochemical strategy for fluorescence photoactivation is a viable one for the realization of very-much needed photoactivatable synthetic dyes for super-resolution imaging with live-cell compatible irradiation requirements.					; Zhang, Yang/J-3759-2017	Liu, Yunshu/0009-0003-9204-0826; Gong, Xiayi/0009-0007-0650-660X; SHAHID, ABUL/0000-0002-6344-2952; Zhang, Yang/0000-0003-1011-3001; Tomassini, Anea/0000-0002-1386-4866													0022-3263	1520-6904				JUN 6	2025	90	24					8214	8227		10.1021/acs.joc.5c00668	http://dx.doi.org/10.1021/acs.joc.5c00668		JUN 2025						40479737					WOS:001503510400001
J	Dai, ZH; Zhu, J; Wang, JH; Su, WB; Yang, FL; Zhou, QF				Dai, Zonghao; Zhu, Jin; Wang, Jiahua; Su, Wenbo; Yang, Fulai; Zhou, Qingfa			Phosphine-Catalyzed Chemoselective [4+3] Cycloaddition of Alminine Esters and β′-acetoxy Allenoates for Divergent Synthesis of Azepines	ADVANCED SYNTHESIS & CATALYSIS												Text. A general method for the synthesis of structural diversity and complexity of azepines from aldimine esters and beta '-acetoxy allenoates is reported. Under phosphine catalysis, a [4+3] cycloaddition for the formation of 1,3-dihydro-2H-azepine-2,2,4-tricarboxylates was achieved with broad substrate scope under mild reactions. A switchable process was given and a variety of important 2,3-dihydrochromeno[4,3-b]azepin-6(1H)-ones were selectively formed when the reaction was performed in the presence of Cs2CO3 and PPh3, which involved an intramolecular ester group migration and subsequent lactonization of 1,3-dihydro-2H-azepine-2,2,4-tricarboxylates. Besides easy handle process, high synthetic value of resulting products, it is worth to note that this work showed the novel example of 1,5-ethoxycarbonyl migration.					Ou, Baoquan/B-3977-2018														1615-4150	1615-4169				FEB 6	2020	362	3					545	551		10.1002/adsc.201901132	http://dx.doi.org/10.1002/adsc.201901132		DEC 2019											WOS:000500053200001
J	Wu, P; Nelson, SD; Zhao, J; Stone, CA ; Feng, QP; Chen, QX; Larson, EA; Li, BS; Cox, NJ; Stein, CM; Phillips, EJ; Roden, DM; Denny, JC; Wei, WQ				Wu, Patrick; Nelson, Scott D.; Zhao, Juan; Stone, Cosby A., Jr.; Feng, QiPing; Chen, Qingxia; Larson, Eric A.; Li, Bingshan; Cox, Nancy J.; Stein, C. Michael; Phillips, Elizabeth J.; Roden, Dan M.; Denny, Joshua C.; Wei, Wei-Qi			DDIWAS: High-throughput electronic health record-based screening of drug-drug interactions	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION												Objective: We developed and evaluated Drug-Drug Interaction Wide Association Study (DDIWAS). This novel method detects potential drug-drug interactions (DDIs) by leveraging data from the electronic health record (EHR) allergy list. Materials and Methods: To identify potential DDIs, DDIWAS scans for drug pairs that are frequently documented together on the allergy list. Using deidentified medical records, we tested 616 drugs for potential DDIs with simvastatin (a common lipid-lowering drug) and amlodipine (a common blood-pressure lowering drug). We evaluated the performance to rediscover known DDIs using existing knowledge bases and domain expert review. To validate potential novel DDIs, we manually reviewed patient charts and searched the literature. Results: DDIWAS replicated 34 known DDIs. The positive predictive value to detect known DDIs was 0.85 and 0.86 for simvastatin and amlodipine, respectively. DDIWAS also discovered potential novel interactions between simvastatin-hydrochlorothiazide, amlodipine-omeprazole, and amlodipine-valacyclovir. A software package to conduct DDIWAS is publicly available. Conclusions: In this proof-of-concept study, we demonstrate the value of incorporating information mined from existing allergy lists to detect DDIs in a real-world clinical setting. Since allergy lists are routinely collected in EHRs, DDIWAS has the potential to detect and validate DDI signals across institutions.					Feng, QiPing/HKW-8103-2023; Wu, Patrick/GPG-1125-2022; Denny, Josh/AAL-3359-2021; Nelson, Scott/I-7607-2019; Roden, Dan/ABD-5412-2021; Phillips, Elizabeth/JOZ-1574-2023; li, bing/HTS-1845-2023	Feng, QiPing/0000-0002-6213-793X; Wu, Patrick/0000-0002-1437-6688; Denny, Josh/0000-0002-3049-7332; Cox, Nancy/0000-0001-9315-0830													1067-5027	1527-974X				JUL	2021	28	7					1421	1430		10.1093/jamia/ocab019	http://dx.doi.org/10.1093/jamia/ocab019		MAR 2021						33712848					WOS:000685209200008
J	Dodangeh, M; Gharanjig, K; Tang, RC; Grabchev, I				Dodangeh, Mohammad; Gharanjig, Kamaladin; Tang, Ren-Cheng; Grabchev, Ivo			Functionalization of PAMAM dendrimers with curcumin: Synthesis, characterization, fluorescent improvement and application on PET polymer	DYES AND PIGMENTS												Environmentally friendly and healthier demands of people lead to grow the application of the natural dyes, although some difficulties limit their usages. This means that overcoming these issues will suggest the exchange of synthetic dyes having many environmental problems with natural dyes. In the current study, to develop the natural dyes, we have enhanced the fluorescence intensity of yellow-emitting curcumin dye, by its covalently bonding to PAMAM dendrimer from G0, G1, G2 generations. The chemical structures of modified materials have been confirmed by FTIR, (HNMR)-H-1, (CNMR)-C-13, UV-Vis, DSC and Elemental Analysis techniques. The synthesized compounds have been used for polyethylene terephthalate (PET) fabrics dyeing at high temperature to study their color characteristics. On the other hand, the spectral characteristics of dendrimers have been evaluated in organic solvents with different polarity. The influence of dendrimer generation on the fluorescence intensity and quantum yield has also been described. The results showed that the new dendrimers can be used for PET fabrics coloration.					Tang, Ren-Cheng/G-9125-2014; Dodangeh, Mohammad/AAH-2871-2019; Grabchev, Ivo/B-6403-2013; Gharanjig, Kamaladin/AAA-7886-2019														0143-7208	1873-3743				MAR	2020	174								108081	10.1016/j.dyepig.2019.108081	http://dx.doi.org/10.1016/j.dyepig.2019.108081													WOS:000509632600074
J	Kanumuambidi, JP; Rosales, RR; Venkatesh, A; Metzner, T; Murray, N; Al-Toubat, M; Ishiyama, Y; Sceats, H; Bandyk, M; Balaji, KC				Kanumuambidi, Jean-Pierre (Trey); Rosales, Reynier Rodriguez; Venkatesh, Arjun; Metzner, Thomas; Murray, Nicole; Al-Toubat, Mohammed; Ishiyama, Yudai; Sceats, Hunter; Bandyk, Mark; Balaji, K. C.			Sex-based differences in genetic alterations and immune checkpoint inhibitor response in urothelial bladder cancer	UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS												Introduction: Bladder cancer exhibits significant sex-based disparities, with men showing higher incidence rates and women experiencing more aggressive disease and poorer survival outcomes. This study investigates sex-specific somatic genetic alterations (GAs) in urothelial bladder cancer and their effects on survival, immune cell infiltration, and immune checkpoint inhibitor (ICI) responses. Methods: We analyzed 3,157 patients with urothelial bladder cancer using next-generation sequencing data from the American Association for Cancer Research (AACR) Project GENIE. Kaplan-Meier analysis assessed overall survival, while TIMER2.0 and ROC Plotter evaluated immune cell infiltration and ICI responses. Synthetic lethal interactions were identified through the SLOAD database, and cooccurrence patterns were examined (significance at P < 0.05). Results: Among the 3,157 patients (median age: 70), 76% were male. Somatic gene alterations were identified in 35% of cases, more frequently in men (38% vs. 29%, P < 0.001). Men had more alterations in RB1, CDKN1A, and ERCC2 (all P < 0.001), while AR gene alterations were more common in women. Patients with CDKN1A, RB1, or ERCC2 alterations had significantly worse 5-year survival (18 -27 vs. 35.4 months; P = 0.0219), with RB1 alterations linked to the lowest 10-year survival rates (21.3% vs. 28.3%, P = 0.0219). Immune profiling revealed increased CD8(+) T cell and NK cell infiltration in RB1-altered tumors, while AR alterations correlated with decreased monocyte infiltration. Conclusion: Somatic GAs contribute to sex-based survival disparities in bladder cancer. RB1 and AR alterations emerge as critical drivers of poor outcomes and potential therapeutic targets, underscoring the need for sex-tailored treatment strategies. (c) 2025 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.					Ishiyama, Yudai/AAM-7002-2021	Kanumuambidi, Jean-Pierre/0009-0001-6542-9110													1078-1439	1873-2496				OCT	2025	43	10					594e9	594e18		10.1016/j.urolonc.2025.05.013	http://dx.doi.org/10.1016/j.urolonc.2025.05.013		SEP 2025						40483209					WOS:001572321900011
J	Belousov, MS; Okada, Y; Kobayashi, N; Martynov, AG; Gradova, MA; Konev, DV; Goncharova, OA; Tafeenko, VA; Dubinina, TV				Belousov, Mikhail S.; Okada, Yusuke; Kobayashi, Nagao; Martynov, Alexander G.; Gradova, Margaret A.; V. Konev, Dmitry; Goncharova, Olga A.; Tafeenko, Viktor A.; Dubinina, Tatiana V.			First Planar Binuclear Phthalocyanines Sharing a Common Carbazole Linkage: Synthesis, Optical and Photochemical Properties	BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN												The first examples of planar binuclear phthalocyanines sharing a common carbazole unit were obtained using indirect and direct mixed cyclization approaches. The synthetic route to the starting 9-benzylcarbazole-2,3,6,7-tetranitrile was reconsidered and literature conditions were successfully optimized. In addition to the binuclear complex, a low-symmetry A3B phthalocyanine with free cyano groups was isolated and identified. Accurate assignment of absorption bands in the UV-Vis spectra was performed using magnetic circular dichroism and simplified TD-DFT calculations. The target binuclear complexes demonstrate the ability of singlet oxygen generation, with Phi(Delta) values reaching 0.15 for the tert-butyl-substituted compound. The products of photodegradation were studied using mass spectrometry and UV-Vis spectroscopy. Electrochemical and spectroelectrochemical studies showed a gradual oxidation of the macrocycle, accompanied by the interruption of an extended binuclear p-system.					Martynov, Alexander/L-6570-2016; Gradova, Margaret/E-7254-2016; Kobayashi, Nagao/ABB-8021-2020; Belousov, Mikhail/ITV-2801-2023; Dubinina, Tatiana/KBA-4060-2024	Gradova, Margaret/0000-0001-9226-3032; Belousov, Mikhail/0009-0007-9788-5237; Dubinina, Tatiana/0000-0002-9970-7123													0009-2673	1348-0634				MAR	2023	96	3					226	240		10.1246/bcsj.20220319	http://dx.doi.org/10.1246/bcsj.20220319													WOS:000995876300001
J	Low, J; Pareatumbee, P; Yew, A; Tay, K; Sen Howe, T; Thoreson, A; An, KN; Morrey, BF; Koh, JSB				Low, Jomain; Pareatumbee, Pivatidevi; Yew, Andy; Tay, Kenny; Sen Howe, Tet; Thoreson, Andrew; An, Kai-Nan; Morrey, Bernard F.; Koh, Joyce Suang Bee			Biomechanical evaluation of the effect of varying humeral implant length in total elbow replacement: a finite element analysis	JOURNAL OF SHOULDER AND ELBOW SURGERY												Background: Total elbow arthroplasty (TEA) is increasingly used for expanding indications but complications like aseptic loosening and periprosthetic fractures persist. Our objective is to examine the biomechanical behavior of the total elbow implant in response to varying implant lengths by investigating the stresses and the stress shielding effect in the bone-implant assembly using finite element Methods: A fourth-generation synthetic humerus sawbone and its corresponding digital model were used in this study. Total elbow implants are laser scanned to obtain the 3D implant models. FE models of 2-mm cemented bone-prosthesis assemblies of different implant lengths were generated. While fixing the mid-humerus, a compressive load of 400 N was applied at the distal humerus at varying flexion angles of 60 degrees, 90 degrees, and 150 degrees to represent activities of daily living. A validated intact model was used to compare the experimental and computational strains. The von Mises stress, a scalar quantity that represents the state of stress the object is in, was then evaluated and compared in all intact and implanted models. Results: Longer humeral implants demonstrated larger areas of reduced peak stress, despite similar maximum cortical stress locations and magnitude. Cortical bone stress was observed to be lower along the implant insertion length. Maximum implant stress was also consistently higher in the 8-in implant for all loading conditions. Significant stress shielding was observed in all implants, with maximum %D stress consistently falling within the 15%-20% region of humerus length from the distal end. Discussion: Longer implants displayed larger stress-shielding areas, emphasizing the potential for shorter prostheses to preserve more bone stock and limit stress shielding.<br /> Level of evidence: Basic Science Study; Computer Modeling (c) 2024 Journal of Shoulder and Elbow Surgery Board of Trustees. All rights are reserved, including those for text and data mining, AI training, and similar technologies.					; Howe, Tet Sen/CAI-6728-2022	Pareatumbee, Pivatidevi/0000-0002-8277-5517; Tay, Kenny/0000-0003-3841-9651; Yew, Andy/0000-0001-7299-2166													1058-2746	1532-6500				JUL	2025	34	7					1783	1791		10.1016/j.jse.2024.09.046	http://dx.doi.org/10.1016/j.jse.2024.09.046		JUN 2025						39622360					WOS:001512907600010
J	Hattori, M; Chai, HB; Hiraka, T; Suzuki, K; Yuasa, T				Hattori, Masayuki; Chai, Hongbo; Hiraka, Toshitada; Suzuki, Koji; Yuasa, Tetsuya			Cone-beam computed tomography (CBCT) image-quality improvement using a denoising diffusion probabilistic model conditioned by pseudo-CBCT of pelvic regions	RADIOLOGICAL PHYSICS AND TECHNOLOGY												Cone-beam computed tomography (CBCT) is widely used in radiotherapy to image patient configuration before treatment but its image quality is lower than planning CT due to scattering, motion, and reconstruction methods. This reduces the accuracy of Hounsfield units (HU) and limits its use in adaptive radiation therapy (ART). However, synthetic CT (sCT) generation using deep learning methods for CBCT intensity correction faces challenges due to deformation. To address these issues, we propose enhancing CBCT quality using a conditional denoising diffusion probability model (CDDPM), which is trained on pseudo-CBCT created by adding pseudo-scatter to planning CT. The CDDPM transforms CBCT into high-quality sCT, improving HU accuracy while preserving anatomical configuration. The performance evaluation of the proposed sCT showed a reduction in mean absolute error (MAE) from 81.19 HU for CBCT to 24.89 HU for the sCT. Peak signal-to-noise ratio (PSNR) improved from 31.20 dB for CBCT to 33.81 dB for the sCT. The Dice and Jaccard coefficients between CBCT and sCT for the colon, prostate, and bladder ranged from 0.69 to 0.91. When compared to other deep learning models, the proposed sCT outperformed them in terms of accuracy and anatomical preservation. The dosimetry analysis for prostate cancer revealed a dose error of over 10% with CBCT but nearly 0% with the sCT. Gamma pass rates for the proposed sCT exceeded 90% for all dose criteria, indicating high agreement with CT-based dose distributions. These results show that the proposed sCT improves image quality, dosimetry accuracy, and treatment planning, advancing ART for pelvic cancer.					Yuasa, Tetsuya/F-5006-2013	Hiraka, Toshitada/0000-0001-9316-997X													1865-0333	1865-0341				JUN	2025	18	2					425	438		10.1007/s12194-025-00892-4	http://dx.doi.org/10.1007/s12194-025-00892-4		MAR 2025						40035984					WOS:001436516100001
