PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40354109","Evaluation and Bias Analysis of Large Language Models in Generating Synthetic Electronic Health Records: Comparative Study","Huang R, Wu H, Yuan Y, Xu Y, Qian H, Zhang C, Wei X, Lu S, Zhang X, Kan J, Wan C, Liu Y.","J Med Internet Res. 2025 May 12;27:e65317. doi: 10.2196/65317.","Huang R","J Med Internet Res","2025","2025/05/12","PMC12107208","","10.2196/65317"
"39722251","The potential of Generative Pre-trained Transformer 4 (GPT-4) to analyse medical notes in three different languages: a retrospective model-evaluation study","Menezes MCS, Hoffmann AF, Tan ALM, Nalbandyan M, Omenn GS, Mazzotti DR, Hernández-Arango A, Visweswaran S, Venkatesh S, Mandl KD, Bourgeois FT, Lee JWK, Makmur A, Hanauer DA, Semanik MG, Kerivan LT, Hill T, Forero J, Restrepo C, Vigna M, Ceriana P, Abu-El-Rub N, Avillach P, Bellazzi R, Callaci T, Gutiérrez-Sacristán A, Malovini A, Mathew JP, Morris M, Murthy VL, Buonocore TM, Parimbelli E, Patel LP, Sáez C, Samayamuthu MJ, Thompson JA, Tibollo V, Xia Z, Kohane IS; Consortium for Clinical Characterization of COVID-19 by Electronic Health Records.","Lancet Digit Health. 2025 Jan;7(1):e35-e43. doi: 10.1016/S2589-7500(24)00246-2.","Menezes MCS","Lancet Digit Health","2025","2024/12/26","PMC12182955","NIHMS2087720","10.1016/S2589-7500(24)00246-2"
"38827061","The role of artificial intelligence for the application of integrating electronic health records and patient-generated data in clinical decision support","Ye J, Woods D, Jordan N, Starren J.","AMIA Jt Summits Transl Sci Proc. 2024 May 31;2024:459-467. eCollection 2024.","Ye J","AMIA Jt Summits Transl Sci Proc","2024","2024/06/03","PMC11141850","",""
"31260371","Physicians' Well-Being Linked To In-Basket Messages Generated By Algorithms In Electronic Health Records","Tai-Seale M, Dillon EC, Yang Y, Nordgren R, Steinberg RL, Nauenberg T, Lee TC, Meehan A, Li J, Chan AS, Frosch DL.","Health Aff (Millwood). 2019 Jul;38(7):1073-1078. doi: 10.1377/hlthaff.2018.05509.","Tai-Seale M","Health Aff (Millwood)","2019","2019/07/02","","","10.1377/hlthaff.2018.05509"
"40374917","A review on generative AI models for synthetic medical text, time series, and longitudinal data","Loni M, Poursalim F, Asadi M, Gharehbaghi A.","NPJ Digit Med. 2025 May 15;8(1):281. doi: 10.1038/s41746-024-01409-w.","Loni M","NPJ Digit Med","2025","2025/05/15","PMC12081667","","10.1038/s41746-024-01409-w"
"33636933","Reference Intervals Generated by Electronic Medical Record Data Mining with Clinical Exclusions: Age-Specific Intervals for Thyroid-Stimulating Hormone from 33038 Euthyroid Patients","Drees JC, Huang K, Petrie MS, Lorey TS, Dlott RS.","J Appl Lab Med. 2018 Sep 1;3(2):231-239. doi: 10.1373/jalm.2017.025445.","Drees JC","J Appl Lab Med","2018","2021/02/27","","","10.1373/jalm.2017.025445"
"31452075","Transparent Reporting on Research Using Unstructured Electronic Health Record Data to Generate 'Real World' Evidence of Comparative Effectiveness and Safety","Wang SV, Patterson OV, Gagne JJ, Brown JS, Ball R, Jonsson P, Wright A, Zhou L, Goettsch W, Bate A.","Drug Saf. 2019 Nov;42(11):1297-1309. doi: 10.1007/s40264-019-00851-0.","Wang SV","Drug Saf","2019","2019/08/28","","","10.1007/s40264-019-00851-0"
"37760200","A New Generative Model for Textual Descriptions of Medical Images Using Transformers Enhanced with Convolutional Neural Networks","Barreto AG, de Oliveira JM, Gois FNB, Cortez PC, de Albuquerque VHC.","Bioengineering (Basel). 2023 Sep 19;10(9):1098. doi: 10.3390/bioengineering10091098.","Barreto AG","Bioengineering (Basel)","2023","2023/09/28","PMC10525548","","10.3390/bioengineering10091098"
"37366392","A Novel Secure Authentication Protocol for e-Health Records in Cloud with a New Key Generation Method and Minimized Key Exchange","Mohinder Singh B, Natarajan J.","J King Saud Univ Comput Inf Sci. 2023 Jun 23:101629. doi: 10.1016/j.jksuci.2023.101629. Online ahead of print.","Mohinder Singh B","J King Saud Univ Comput Inf Sci","2023","2023/06/27","PMC10287185","","10.1016/j.jksuci.2023.101629"
"40027192","Information Extraction from Clinical Texts with Generative Pre-trained Transformer Models","Kim MS, Chung P, Aghaeepour N, Kim N.","Int J Med Sci. 2025 Feb 3;22(5):1015-1028. doi: 10.7150/ijms.103332. eCollection 2025.","Kim MS","Int J Med Sci","2025","2025/03/03","PMC11866537","","10.7150/ijms.103332"
"38180108","Comparing the quality of ChatGPT- and physician-generated responses to patients' dermatology questions in the electronic medical record","Reynolds K, Nadelman D, Durgin J, Ansah-Addo S, Cole D, Fayne R, Harrell J, Ratycz M, Runge M, Shepard-Hayes A, Wenzel D, Tejasvi T.","Clin Exp Dermatol. 2024 Jun 25;49(7):715-718. doi: 10.1093/ced/llad456.","Reynolds K","Clin Exp Dermatol","2024","2024/01/05","","","10.1093/ced/llad456"
"31701020","Language impairment in adults with end-stage liver disease: application of natural language processing towards patient-generated health records","Dickerson LK, Rouhizadeh M, Korotkaya Y, Bowring MG, Massie AB, McAdams-Demarco MA, Segev DL, Cannon A, Guerrerio AL, Chen PH, Philosophe BN, Mogul DB.","NPJ Digit Med. 2019 Nov 4;2:106. doi: 10.1038/s41746-019-0179-9. eCollection 2019.","Dickerson LK","NPJ Digit Med","2019","2019/11/09","PMC6828779","","10.1038/s41746-019-0179-9"
"30072361","Improving Consumer Understanding of Medical Text: Development and Validation of a New SubSimplify Algorithm to Automatically Generate Term Explanations in English and Spanish","Kloehn N, Leroy G, Kauchak D, Gu Y, Colina S, Yuan NP, Revere D.","J Med Internet Res. 2018 Aug 2;20(8):e10779. doi: 10.2196/10779.","Kloehn N","J Med Internet Res","2018","2018/08/04","PMC6096166","","10.2196/10779"
"38519155","Foresight-a generative pretrained transformer for modelling of patient timelines using electronic health records: a retrospective modelling study","Kraljevic Z, Bean D, Shek A, Bendayan R, Hemingway H, Yeung JA, Deng A, Baston A, Ross J, Idowu E, Teo JT, Dobson RJB.","Lancet Digit Health. 2024 Apr;6(4):e281-e290. doi: 10.1016/S2589-7500(24)00025-6.","Kraljevic Z","Lancet Digit Health","2024","2024/03/22","PMC11220626","","10.1016/S2589-7500(24)00025-6"
"32442148","Patient Perception of Plain-Language Medical Notes Generated Using Artificial Intelligence Software: Pilot Mixed-Methods Study","Bala S, Keniston A, Burden M.","JMIR Form Res. 2020 Jun 5;4(6):e16670. doi: 10.2196/16670.","Bala S","JMIR Form Res","2020","2020/05/23","PMC7305564","","10.2196/16670"
"26262120","Generation of Natural-Language Textual Summaries from Longitudinal Clinical Records","Goldstein A, Shahar Y.","Stud Health Technol Inform. 2015;216:594-8.","Goldstein A","Stud Health Technol Inform","2015","2015/08/12","","",""
"38329788","Vision-Language Model for Generating Textual Descriptions From Clinical Images: Model Development and Validation Study","Ji J, Hou Y, Chen X, Pan Y, Xiang Y.","JMIR Form Res. 2024 Feb 8;8:e32690. doi: 10.2196/32690.","Ji J","JMIR Form Res","2024","2024/02/08","PMC10884898","","10.2196/32690"
"35612062","Design Considerations for the Use of Patient-Generated Health Data in the Electronic Medical Records","Blondon K, Ehrler F.","Stud Health Technol Inform. 2022 May 25;294:229-233. doi: 10.3233/SHTI220443.","Blondon K","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220443"
"30516347","Using Electronic Health Records To Generate Phenotypes For Research","Pendergrass SA, Crawford DC.","Curr Protoc Hum Genet. 2019 Jan;100(1):e80. doi: 10.1002/cphg.80. Epub 2018 Dec 5.","Pendergrass SA","Curr Protoc Hum Genet","2019","2018/12/06","PMC6318047","NIHMS994733","10.1002/cphg.80"
"40840929","Development and Evaluation of a Retrieval-Augmented Generation-Based Electronic Medical Record Chatbot System","Son N, Kang I, Kim I, Lee K, Nam S, Lee D.","Healthc Inform Res. 2025 Jul;31(3):218-225. doi: 10.4258/hir.2025.31.3.218. Epub 2025 Jul 31.","Son N","Healthc Inform Res","2025","2025/08/21","PMC12370418","","10.4258/hir.2025.31.3.218"
"32555938","Comparative clinical evaluation of breast augmentation using silicone foam coated implants and textured implants","Calaes IL, Motta MM, Basso RC, Calderoni DR, Kharmandayan P.","Acta Cir Bras. 2020 Jun 5;35(4):e202000407. doi: 10.1590/s0102-865020200040000007. eCollection 2020.","Calaes IL","Acta Cir Bras","2020","2020/06/20","PMC7292626","","10.1590/s0102-865020200040000007"
"41205690","Attention-based synthetic data generation for calibration-enhanced survival analysis: A case study for chronic kidney disease using electronic health records","Kuo NI, Gallego B, Jorm L.","J Biomed Inform. 2025 Dec;172:104928. doi: 10.1016/j.jbi.2025.104928. Epub 2025 Nov 7.","Kuo NI","J Biomed Inform","2025","2025/11/08","","","10.1016/j.jbi.2025.104928"
"31445275","Augmented intelligence with natural language processing applied to electronic health records for identifying patients with non-alcoholic fatty liver disease at risk for disease progression","Van Vleck TT, Chan L, Coca SG, Craven CK, Do R, Ellis SB, Kannry JL, Loos RJF, Bonis PA, Cho J, Nadkarni GN.","Int J Med Inform. 2019 Sep;129:334-341. doi: 10.1016/j.ijmedinf.2019.06.028. Epub 2019 Jul 6.","Van Vleck TT","Int J Med Inform","2019","2019/08/25","PMC6717556","NIHMS1535678","10.1016/j.ijmedinf.2019.06.028"
"39292502","Using Large Language Models to Detect Depression From User-Generated Diary Text Data as a Novel Approach in Digital Mental Health Screening: Instrument Validation Study","Shin D, Kim H, Lee S, Cho Y, Jung W.","J Med Internet Res. 2024 Sep 18;26:e54617. doi: 10.2196/54617.","Shin D","J Med Internet Res","2024","2024/09/18","PMC11447422","","10.2196/54617"
"33480858","ALBERT-Based Self-Ensemble Model With Semisupervised Learning and Data Augmentation for Clinical Semantic Textual Similarity Calculation: Algorithm Validation Study","Li J, Zhang X, Zhou X.","JMIR Med Inform. 2021 Jan 22;9(1):e23086. doi: 10.2196/23086.","Li J","JMIR Med Inform","2021","2021/01/22","PMC7864778","","10.2196/23086"
"40369274","Toward fair AI-driven medical text generation","Zhang Y, Song J.","Nat Comput Sci. 2025 May;5(5):361-362. doi: 10.1038/s43588-025-00807-8.","Zhang Y","Nat Comput Sci","2025","2025/05/14","","","10.1038/s43588-025-00807-8"
"26306225","Leveraging an Electronic Health Record-Linked Biorepository to Generate a Metformin Pharmacogenomics Hypothesis","Breitenstein MK, Wang L, Simon G, Ryu E, Armasu SM, Ray B, Weinshilboum RM, Pathak J.","AMIA Jt Summits Transl Sci Proc. 2015 Mar 23;2015:26-30. eCollection 2015.","Breitenstein MK","AMIA Jt Summits Transl Sci Proc","2015","2015/08/26","PMC4525256","",""
"37673893","Aci-bench: a Novel Ambient Clinical Intelligence Dataset for Benchmarking Automatic Visit Note Generation","Yim WW, Fu Y, Ben Abacha A, Snider N, Lin T, Yetisgen M.","Sci Data. 2023 Sep 6;10(1):586. doi: 10.1038/s41597-023-02487-3.","Yim WW","Sci Data","2023","2023/09/06","PMC10482860","","10.1038/s41597-023-02487-3"
"35657659","Validation Parameters of Patient-Generated Data for Digitally Recorded Allergic Rhinitis Symptom and Medication Scores in the @IT.2020 Project: Exploratory Study","Dramburg S, Perna S, Di Fraia M, Tripodi S, Arasi S, Castelli S, Villalta D, Buzzulini F, Sfika I, Villella V, Potapova E, Brighetti MA, Travaglini A, Verardo P, Pelosi S, Matricardi PM.","JMIR Mhealth Uhealth. 2022 Jun 3;10(6):e31491. doi: 10.2196/31491.","Dramburg S","JMIR Mhealth Uhealth","2022","2022/06/03","PMC9206201","","10.2196/31491"
"29270955","Clinical Informatics Researcher's Desiderata for the Data Content of the Next Generation Electronic Health Record","Kennell TI Jr, Willig JH, Cimino JJ.","Appl Clin Inform. 2017 Oct;8(4):1159-1172. doi: 10.4338/ACI-2017-06-R-0101. Epub 2017 Dec 21.","Kennell TI Jr","Appl Clin Inform","2017","2017/12/23","PMC5802316","","10.4338/ACI-2017-06-R-0101"
"39014311","Developing and testing a framework for coding general practitioners' free-text diagnoses in electronic medical records - a reliability study for generating training data in natural language processing","Wallnöfer A, Burgstaller JM, Weiss K, Rosemann T, Senn O, Markun S.","BMC Prim Care. 2024 Jul 16;25(1):257. doi: 10.1186/s12875-024-02514-1.","Wallnöfer A","BMC Prim Care","2024","2024/07/16","PMC11251376","","10.1186/s12875-024-02514-1"
"26068566","Notes from the Field: Increase in Reported Adverse Health Effects Related to Synthetic Cannabinoid Use - United States, January-May 2015","Law R, Schier J, Martin C, Chang A, Wolkin A; Centers for Disease Control (CDC).","MMWR Morb Mortal Wkly Rep. 2015 Jun 12;64(22):618-9.","Law R","MMWR Morb Mortal Wkly Rep","2015","2015/06/13","PMC4584925","",""
"39136946","Use of Generative AI to Identify Helmet Status Among Patients With Micromobility-Related Injuries From Unstructured Clinical Notes","Burford KG, Itzkowitz NG, Ortega AG, Teitler JO, Rundle AG.","JAMA Netw Open. 2024 Aug 1;7(8):e2425981. doi: 10.1001/jamanetworkopen.2024.25981.","Burford KG","JAMA Netw Open","2024","2024/08/13","PMC11322845","","10.1001/jamanetworkopen.2024.25981"
"31195874","Clinical decision support system to assess the risk of sepsis using Tree Augmented Bayesian networks and electronic medical record data","Gupta A, Liu T, Shepherd S.","Health Informatics J. 2020 Jun;26(2):841-861. doi: 10.1177/1460458219852872. Epub 2019 Jun 13.","Gupta A","Health Informatics J","2020","2019/06/15","","","10.1177/1460458219852872"
"37646560","An Accurate and Automated Method for Adenoma Detection Rate and Report Card Generation Utilizing Common Electronic Health Records","Ganguly EK, Purvis L, Reynolds N, Akram S, Lidofsky SD, Zubarik R.","J Clin Gastroenterol. 2024 Aug 1;58(7):656-660. doi: 10.1097/MCG.0000000000001915.","Ganguly EK","J Clin Gastroenterol","2024","2023/08/30","PMC11219068","","10.1097/MCG.0000000000001915"
"28931497","Use of Simulation Based on an Electronic Health Records Environment to Evaluate the Structure and Accuracy of Notes Generated by Medical Scribes: Proof-of-Concept Study","Pranaat R, Mohan V, O'Reilly M, Hirsh M, McGrath K, Scholl G, Woodcock D, Gold JA.","JMIR Med Inform. 2017 Sep 20;5(3):e30. doi: 10.2196/medinform.7883.","Pranaat R","JMIR Med Inform","2017","2017/09/22","PMC5628287","","10.2196/medinform.7883"
"40712445","Making nursing visible: AI-assisted standardization of electronic health record interventions using generative pre-trained transformer models and retrieval-augmented generation process","Macieira TGR, Bjarnadottir RI, Salgado PO, Baranwal A, Semenov A, Priola KB, Pestana P, Okafor S, Mena N, Montoya N, Sargent L, Presley A, Yao Y, Keenan GM.","Nurs Outlook. 2025 Sep-Oct;73(5):102494. doi: 10.1016/j.outlook.2025.102494. Epub 2025 Jul 24.","Macieira TGR","Nurs Outlook","2025","2025/07/25","","","10.1016/j.outlook.2025.102494"
"38622901","Constructing synthetic datasets with generative artificial intelligence to train large language models to classify acute renal failure from clinical notes","Litake O, Park BH, Tully JL, Gabriel RA.","J Am Med Inform Assoc. 2024 May 20;31(6):1404-1410. doi: 10.1093/jamia/ocae081.","Litake O","J Am Med Inform Assoc","2024","2024/04/16","PMC11105122","","10.1093/jamia/ocae081"
"26500106","Disrupting Electronic Health Records Systems: The Next Generation","Celi LA, Marshall JD, Lai Y, Stone DJ.","JMIR Med Inform. 2015 Oct 23;3(4):e34. doi: 10.2196/medinform.4192.","Celi LA","JMIR Med Inform","2015","2015/10/27","PMC4704959","","10.2196/medinform.4192"
"27332242","Outcome Calculations Based on Nursing Documentation in the First Generation of Electronic Health Records in the Netherlands","Paans W, Müller-Staub M, Krijnen WP.","Stud Health Technol Inform. 2016;225:457-60.","Paans W","Stud Health Technol Inform","2016","2016/06/23","","",""
"29507124","Next-generation audit and feedback for inpatient quality improvement using electronic health record data: a cluster randomised controlled trial","Patel S, Rajkomar A, Harrison JD, Prasad PA, Valencia V, Ranji SR, Mourad M.","BMJ Qual Saf. 2018 Sep;27(9):691-699. doi: 10.1136/bmjqs-2017-007393. Epub 2018 Mar 5.","Patel S","BMJ Qual Saf","2018","2018/03/07","","","10.1136/bmjqs-2017-007393"
"38525734","A large language model-based generative natural language processing framework fine-tuned on clinical notes accurately extracts headache frequency from electronic health records","Chiang CC, Luo M, Dumkrieger G, Trivedi S, Chen YC, Chao CJ, Schwedt TJ, Sarker A, Banerjee I.","Headache. 2024 Apr;64(4):400-409. doi: 10.1111/head.14702. Epub 2024 Mar 25.","Chiang CC","Headache","2024","2024/03/25","PMC12128507","NIHMS2076327","10.1111/head.14702"
"41142907","DiffuSETS: 12-Lead ECG generation conditioned on clinical text reports and patient-specific information","Lai Y, Chen J, Zhao Q, Zhang D, Wang Y, Geng S, Li H, Hong S.","Patterns (N Y). 2025 Jun 11;6(10):101291. doi: 10.1016/j.patter.2025.101291. eCollection 2025 Oct 10.","Lai Y","Patterns (N Y)","2025","2025/10/27","PMC12546759","","10.1016/j.patter.2025.101291"
"40263477","Enhancing medical text classification with GAN-based data augmentation and multi-task learning in BERT","Chen X, Du Y.","Sci Rep. 2025 Apr 22;15(1):13854. doi: 10.1038/s41598-025-98281-9.","Chen X","Sci Rep","2025","2025/04/22","PMC12015368","","10.1038/s41598-025-98281-9"
"38269902","Graph Representation Learning-Based Fixed-Length Clinical Feature Vector Generation from Heterogeneous Medical Records","Seki T, Kawazoe Y, Ohe K.","Stud Health Technol Inform. 2024 Jan 25;310:715-719. doi: 10.3233/SHTI231058.","Seki T","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI231058"
"33936510","Generating Electronic Health Records with Multiple Data Types and Constraints","Yan C, Zhang Z, Nyemba S, Malin BA.","AMIA Annu Symp Proc. 2021 Jan 25;2020:1335-1344. eCollection 2020.","Yan C","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075510","",""
"38880236","Applying generative AI with retrieval augmented generation to summarize and extract key clinical information from electronic health records","Alkhalaf M, Yu P, Yin M, Deng C.","J Biomed Inform. 2024 Aug;156:104662. doi: 10.1016/j.jbi.2024.104662. Epub 2024 Jun 14.","Alkhalaf M","J Biomed Inform","2024","2024/06/16","","","10.1016/j.jbi.2024.104662"
"25804989","Evaluating primary care providers' views on survivorship care plans generated by an electronic health record system","Donohue S, Sesto ME, Hahn DL, Buhr KA, Jacobs EA, Sosman JM, Andreason MJ, Wiegmann DA, Tevaarwerk AJ.","J Oncol Pract. 2015 May;11(3):e329-35. doi: 10.1200/JOP.2014.003335. Epub 2015 Mar 24.","Donohue S","J Oncol Pract","2015","2015/03/26","PMC4438113","","10.1200/JOP.2014.003335"
"41447487","Leveraging Clinical Text and Class Conditioning for 3D Prostate MRI Generation","Grabke EP, Taati B, Haider MA.","IEEE Trans Biomed Eng. 2025 Dec 25;PP. doi: 10.1109/TBME.2025.3648426. Online ahead of print.","Grabke EP","IEEE Trans Biomed Eng","2025","2025/12/25","","","10.1109/TBME.2025.3648426"
"38682508","Generating Actionable Insights from Patient Medical Records and Structured Clinical Knowledge","Trajkovska N, Roiss M, Bauernfeind S, Alnajdawi M, Sandler S, Herzmanek D, Winkler M, Haider M, Krauss O.","Stud Health Technol Inform. 2024 Apr 26;313:74-80. doi: 10.3233/SHTI240015.","Trajkovska N","Stud Health Technol Inform","2024","2024/04/29","","","10.3233/SHTI240015"
"34141990","A Methodology to Generate Longitudinally Updated Acute-On-Chronic Liver Failure Prognostication Scores From Electronic Health Record Data","Ge J, Najafi N, Zhao W, Somsouk M, Fang M, Lai JC.","Hepatol Commun. 2021 Mar 12;5(6):1069-1080. doi: 10.1002/hep4.1690. eCollection 2021 Jun.","Ge J","Hepatol Commun","2021","2021/06/18","PMC8183167","","10.1002/hep4.1690"
"40096831","Automated Identification of Stroke Thrombolysis Contraindications from Synthetic Clinical Notes: A Proof-of-Concept Study","Chen BY, Antaki F, Gonzalez M, Uchino K, Albahra S, Robertson S, Ibrikji S, Aube E, Russman A, Hussain MS.","Cerebrovasc Dis Extra. 2025;15(1):130-136. doi: 10.1159/000545317. Epub 2025 Mar 17.","Chen BY","Cerebrovasc Dis Extra","2025","2025/03/17","PMC12021381","","10.1159/000545317"
"40193189","Assessing Patient-Reported Satisfaction With Care and Documentation Time in Primary Care Through AI-Driven Automatic Clinical Note Generation: Protocol for a Proof-of-Concept Study","Vidal-Alaball J, Alonso C, Heinisch DH, Castaño A, Sánchez-Freire E, Benito Serrano ML, Ferrer Pascual C, Menacho I, Acosta-Rojas R, Cardona Gubert O, Farrés Creus R, Armengol Alegre J, Martínez Querol C, Moreno-Martinez M, Gonfaus Font M, Narejos S, Gomez-Fernandez A.","JMIR Res Protoc. 2025 Apr 7;14:e66232. doi: 10.2196/66232.","Vidal-Alaball J","JMIR Res Protoc","2025","2025/04/07","PMC12012399","","10.2196/66232"
"39732434","Evaluating ChatGPT's Multilingual Performance in Clinical Nutrition Advice Using Synthetic Medical Text: Insights from Central Asia","Adilmetova G, Nassyrov R, Meyerbekova A, Karabay A, Varol HA, Chan MY.","J Nutr. 2025 Mar;155(3):729-735. doi: 10.1016/j.tjnut.2024.12.018. Epub 2024 Dec 26.","Adilmetova G","J Nutr","2025","2024/12/28","","","10.1016/j.tjnut.2024.12.018"
"40269315","Evaluating and mitigating bias in AI-based medical text generation","Chen X, Wang T, Zhou J, Song Z, Gao X, Zhang X.","Nat Comput Sci. 2025 May;5(5):388-396. doi: 10.1038/s43588-025-00789-7. Epub 2025 Apr 23.","Chen X","Nat Comput Sci","2025","2025/04/24","","","10.1038/s43588-025-00789-7"
"38691812","Trial of Electronic Medical Record Integrated Next-Generation Sequencing Ordering in Veterans Affairs Cancer Care","Stoeckle JH, Poland SG, Maynard H, Roman SD, Mettman D, Makarov DV, Sherman S, Becker DJ.","JCO Precis Oncol. 2024 Apr;8:e2300463. doi: 10.1200/PO.23.00463.","Stoeckle JH","JCO Precis Oncol","2024","2024/05/01","","","10.1200/PO.23.00463"
"39176584","Cohort Builder: A Software Pipeline for Generating Patient Cohorts with Predetermined Baseline Characteristics from Medical Records and Raw Ophthalmic Imaging Data","Mousavi S, Garjani A, Elwakil A, Brock LP, Dherse A, Forestier E, Palaz M, Seiler E, Duriez A, Martin T, Wolfensberger T, Schlingemann R, Meloni I, Bergin C, Tomasoni M.","Stud Health Technol Inform. 2024 Aug 22;316:1151-1155. doi: 10.3233/SHTI240613.","Mousavi S","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240613"
"27071887","Case-Based Learning: A Formal Approach to Generate Health Case Studies from Electronic Healthcare Records","Ricci FL, Consorti F, Gentile M, Messineo L, La Guardia D, Arrigo M, Allegra M.","Stud Health Technol Inform. 2016;221:107-11.","Ricci FL","Stud Health Technol Inform","2016","2016/04/14","","",""
"39899851","Patient-Generated Collections for Organizing Electronic Health Record Data to Elevate Personal Meaning, Improve Actionability, and Support Patient-Health Care Provider Communication: Think-Aloud Evaluation Study","Nakikj D, Kreda D, Luthria K, Gehlenborg N.","JMIR Hum Factors. 2025 Feb 3;12:e50331. doi: 10.2196/50331.","Nakikj D","JMIR Hum Factors","2025","2025/02/03","PMC11833264","","10.2196/50331"
"39176825","Automation of Trainable Datasets Generation for Medical-Specific Language Model: Using MIMIC-IV Discharge Notes","Lee Y, Kim C, Ko T.","Stud Health Technol Inform. 2024 Aug 22;316:650-651. doi: 10.3233/SHTI240497.","Lee Y","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240497"
"40229204","A comparative analysis of CDC and AI-generated health information using computer-aided text analysis","Young A, Omosun F.","J Commun Healthc. 2025 Oct;18(3):205-216. doi: 10.1080/17538068.2025.2487378. Epub 2025 Apr 14.","Young A","J Commun Healthc","2025","2025/04/14","","","10.1080/17538068.2025.2487378"
"38386400","Using AI Text-to-Image Generation to Create Novel Illustrations for Medical Education: Current Limitations as Illustrated by Hypothyroidism and Horner Syndrome","Kumar A, Burr P, Young TM.","JMIR Med Educ. 2024 Feb 22;10:e52155. doi: 10.2196/52155.","Kumar A","JMIR Med Educ","2024","2024/02/22","PMC10921331","","10.2196/52155"
"39438058","Gender and Ethnicity Bias of Text-to-Image Generative Artificial Intelligence in Medical Imaging, Part 2: Analysis of DALL-E 3","Currie G, Hewis J, Hawk E, Rohren E.","J Nucl Med Technol. 2025 Jun 4;53(2):162-168. doi: 10.2967/jnmt.124.268359.","Currie G","J Nucl Med Technol","2025","2024/10/22","","","10.2967/jnmt.124.268359"
"39580897","Generating synthetic clinical text with local large language models to identify misdiagnosed limb fractures in radiology reports","Liu J, Koopman B, Brown NJ, Chu K, Nguyen A.","Artif Intell Med. 2025 Jan;159:103027. doi: 10.1016/j.artmed.2024.103027. Epub 2024 Nov 20.","Liu J","Artif Intell Med","2025","2024/11/24","","","10.1016/j.artmed.2024.103027"
"40270415","Development of a Synthetic Oncology Pathology Dataset for Large Language Model Evaluation in Medical Text Classification","Hackl WO, Neururer SB, Richter S, Taha H, Muehlboeck H, Hickmann C, Gscheidlinger P, Danler M, Schweitzer M, Ueberegger M, Pfeifer B.","Stud Health Technol Inform. 2025 Apr 24;324:215-220. doi: 10.3233/SHTI250191.","Hackl WO","Stud Health Technol Inform","2025","2025/04/24","","","10.3233/SHTI250191"
"38249842","Automated generation of comparator patients in the electronic medical record","Rigdon J, Ostasiewski B, Woelfel K, Wiseman KD, Hetherington T, Downs S, Kowalkowski M.","Learn Health Syst. 2023 Mar 28;8(1):e10362. doi: 10.1002/lrh2.10362. eCollection 2024 Jan.","Rigdon J","Learn Health Syst","2023","2024/01/22","PMC10797581","","10.1002/lrh2.10362"
"29854195","Point of Care Research: Integrating patient-generated data into electronic health records for clinical trials","Marceglia S, D'Antrassi P, Prenassi M, Rossi L, Barbieri S.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1262-1271. eCollection 2017.","Marceglia S","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977649","",""
"40635255","Assessing the Anatomical Accuracy of AI-Generated Medical Illustrations: A Comparative Study of Text-to-Image Generator Tools in Anatomy Education","Eldesoqui M, Albadawi EA, AlQumaizi KI, Radwan MNM, Ebrahim HA, Elsaid MAE.","Clin Anat. 2025 Sep;38(6):712-717. doi: 10.1002/ca.70002. Epub 2025 Jul 9.","Eldesoqui M","Clin Anat","2025","2025/07/10","","","10.1002/ca.70002"
"26249189","Persons and Their Personal Health Records: Augmented Embodiment Meets the Quasi-Doctor","Wellner G.","Stud Health Technol Inform. 2015;215:106-15.","Wellner G","Stud Health Technol Inform","2015","2015/08/08","","",""
"32989459","Generating sequential electronic health records using dual adversarial autoencoder","Lee D, Yu H, Jiang X, Rogith D, Gudala M, Tejani M, Zhang Q, Xiong L.","J Am Med Inform Assoc. 2020 Jul 1;27(9):1411-1419. doi: 10.1093/jamia/ocaa119.","Lee D","J Am Med Inform Assoc","2020","2020/09/29","PMC7647348","","10.1093/jamia/ocaa119"
"40491696","Evaluating the Application of Artificial Intelligence and Ambient Listening to Generate Medical Notes in Vitreoretinal Clinic Encounters","Patel NR, Lacher CR, Huang AY, Kolomeyer A, Bavinger JC, Carroll RM, Kim BJ, Tsui JC.","Clin Ophthalmol. 2025 Jun 3;19:1763-1769. doi: 10.2147/OPTH.S513633. eCollection 2025.","Patel NR","Clin Ophthalmol","2025","2025/06/10","PMC12146405","","10.2147/OPTH.S513633"
"40080818","Assessing Racial and Ethnic Bias in Text Generation by Large Language Models for Health Care-Related Tasks: Cross-Sectional Study","Hanna JJ, Wakene AD, Johnson AO, Lehmann CU, Medford RJ.","J Med Internet Res. 2025 Mar 13;27:e57257. doi: 10.2196/57257.","Hanna JJ","J Med Internet Res","2025","2025/03/13","PMC11950697","","10.2196/57257"
